"Codigo interno";"Código FONASA";"CONSULTAS Y ATENCION MEDICA";valor
2252;1302048-4;"Perforación del tabique, trat. quir.";1334880
9801;1302049-3;"Tratamiento quirúrgico pólipo nasal";86120
3885;1302050-5;"Rinitis atrófica, trat. por inclusión submucosa, con cualquier material, uni o bilateral";315580
9541;1302051-6;"Rinofima, trat. quir.";1646480
8310;1302052-6;"Rinoplastía y/o septoplastía, cualquier técnica";1633520
9490;1302053-6;"Seno esfenoidal, abertura por cualquier vía";2265500
2977;1302054-5;"Tratamiento quirúrgico de seno frontal, cualquier vía";1329020
6361;1302055-6;"Antrostomía seno maxilar, cualquier vía";1412110
8933;1302056-2;"Sinequia nasal, trat. quir.";83550
8067;1302093-7;"Reparación de válvula nasal";3423500
1777;1302094-7;"Resección de tumor de base de cráneo anterior con reparación de duramadre (colgajo pediculado de had";2374400
3318;1302095-8;"Resección lateral del hueso temporal (incluye mástoides y conducto auditivo externo en forma circula";3190000
9153;1302096-5;"Tumor benigno nasosinusal y/o rinofaríngeo, resección por vía endoscópica (excluye fibroangioma naso";2011680
1458;1302098-8;"Tumor maligno nasosinusal y/o rinofaríngeo, tratamiento quirúrgico por vía endoscópica";4148200
1488;1302100-5;"Sinuplastía seno maxilar con balón por endoscopía u otra técnica";2222200
3393;1302101-5;"Sinuplastía seno esfenoidal con balón por endoscopia u otra técnica";240740
7283;1302102-5;"Dacriocistocele reseccion vía nasal";825360
5893;1302059-4;"Aritenoidectomía vía endoscópica";148320
7312;1302060-6;"Aritenoidectomía vía externa";1008650
7921;1302103-6;"Abducción de aritenoides, aritenoidopexia";887760
8965;1302061-6;"Decorticación de cuerdas vocales c/microscopio";1238160
6514;1302104-7;"Cordectomía, sinequia y otras malformaciones, tratatamiento quirúrgico por endoscópica (incluye lase";2367360
3327;1302105-6;"Subluxación articulación cricotiroídea";1578160
2464;1302062-3;"Tumor benigno de cuerdas vocales, trat. quirúrgico por vía abierta";734950
6121;1302063-3;"Tumor benigno de cuerdas vocales, trat. quirúrgico por vía endoscópica";734950
4960;1302064-5;"Cordectomía, resección de sinequia y otras malformaciones, trat. quirúrgico por vía externa";1518880
5437;1302065-6;"Estenosis laringotraqueales y/o faríngeas, trat. quir. por vía abierta (incluye reconstrucción larin";1827950
9348;1302066-8;"Laringectomía parcial o subtotal (cualquier técnica)";3238240
8806;1302106-10;"Laringectomía parcial endoscópica con láser, incluye cordectomía ampliada (carcinoma supraglótico)";9690300
1622;1302067-10;"Laringectomía total más faringectomía parcial";3826410
5747;1302068-13;"Laringectomía total más faringectomía total y/o esofagectomía cervical";6605680
9563;1302107-8;"Laringoplastía por laringomalacia";2259540
7109;1302071-5;"Parálisis de cuerdas vocales, trat. quir. cualquier técnica";1518880
6501;1302072-5;"Traqueostomía (proc. aut.)";182550
8406;1302073-3;"Estenosis laringotraqueales y faríngeas, trat. quir. por vía endoscópica (incluye laser)";748090
6754;1302075-8;"Fractura laríngea, reducción abierta c/s microplacas";2618400
5225;1302108-5;"Inyección de cuerda vocal vía endoscópica";986350
6503;1302109-5;"Inyección de cuerda vocal vía externa";1319990
7535;1303010;"Evaluación Integral de Fonoaudiologo";116820
1844;1303011;"Rehabilitación Integral de Fonoaudiologo";72080
1577;1308010;"Telerehabilitación: Evaluación Integral de Fonoaudiologo";82800
3511;1308011;"Telerehabilitación: Rehabilitación Integral de Fonoaudiologo";53550
4891;1401001;"Punción aspirativa con aguja fina de nódulo tiroideo";106640
4102;1402001-7;"Tiroidectomía bilateral total";2244840
5614;1402002-7;"Tiroidectomía bilateral subtotal";2684700
7599;1402003-9;"Bocio intratorácico, trat. quir. por esternotomía";897160
4618;1402004-9;"Extirpación de Tiroides lingual";2516460
4609;1402006-9;"Tiroidectomía total ampliada (incluye extirpación de estructuras anatómicas vecinas)";3252150
9749;1402007-6;"Autotransplante de paratiroides (operación asociada a algunas de las prestaciones de tiroides y para";527880
7597;1402008-9;"Paratiroidectomía o exploración paratiroides con exploración de mediastino, abordaje transtorácico.";4194100
3188;1402009-7;"Paratiroidectomía o exploración de paratiroides (abordaje cervical, clásico o mínimamente invasivo)";286580
6510;1402010-9;"Reexploración cervical paratiroides por persistencia o recidiva hiperparatiroidismo";2293080
7551;1402011-6;"Parotidectomía suprafacial con disección y preservación del nervio facial";1613840
3422;1402012-7;"Parotidectomía total, con disección y preservación del nervio facial.";2073260
7540;1402013-9;"Parotidectomía total ampliada (incluye músculos, ganglios, articulaciones y rama vertical de la mand";4955440
1522;1402014-9;"Totalización de parotidectomía previa o parotidectomía del lóbulo profundo";1030710
1717;1402015-8;"Extirpación submandibular ampliada (incluye piso de boca, arco mandibular, músculos y articulaciones";1181960
9739;1402016-6;"Extirpación de glándula salival submandibular";201730
1358;1402017-5;"**Extirpación glándula salival sublingual";1104530
2130;1402018-8;"Extirpación sublingual ampliada (incluye piso de boca, arco mandibular, músculos, ganglios y articul";4136860
7110;1402021-3;"**Cierre de fístula salival: reparación del conducto de excreción";164540
5167;1402022-2;"**Extirpación de quiste o mucocele de glándula salival menor de labios";259920
9764;1402025-7;"Tumores del cuerpo carotídeo, trat. quir. (incl. proc. vascular)";527680
2378;1402026-2;"Biopsia quir., mucosa oronasofaríngea (proc. aut.)";278500
8432;1402028-6;"Resección cutánea ampliada (incluye musculatura, ganglios y huesos subyacentes; desplazamiento de co";1008650
4653;1402030-6;"Tumor maligno de labio superior o inferior, resección total del labio y cirugía reparadora";2100240
6029;1402031-6;"Tumor maligno de labio superior o inferior, resección parcial del labio y cirugía reparadora";806920
4774;1402032-5;"Resección parcial y cirugía reparadora nariz";730200
2731;1402033-6;"Resección total y cirugía reparadora nariz";2017300
1553;1402034-8;"Extirpación ampliada de nariz incluyendo parte esqueleto facial (naso-etmoidiana)";2012710
9264;1402035-12;"Exanteración orbitaria ampliada (incluye etmoides, hueso frontal, base de cráneo anterior y región m";5162990
8997;1402036-11;"Extirpación total ampliada del hueso temporal";4199100
1249;1402037-7;"**Maxilectomia parcial y reparación protésica";250060
2648;1402038-7;"**Maxilectomía parcial (incluye paladar óseo; reparación con colgajo)";3053200
8356;1402039-12;"Maxilectomía radical ampliada (incluye exanteración orbitaria y de fosa craneal anterior o media)";2212710
2487;1402040-10;"Maxilectomía radical clásica (incluye exanteración orbitaria y reparación con colgajo)";2012130
6278;1402041-10;"Maxilectomía radical clásica (incluye exanteración orbitaria y reparación protésica)";3008550
2694;1402042-6;"**Glosectomía parcial, reparación primaria";657920
8797;1402043-7;"Resección amplia de tumor maligno cavidad oral y orofaringea y disección ganglionar cervical";4563200
8462;1402044-7;**Hemimandibulectomía;2058910
5192;1402045-9;"**Mandibulectomía total";4938900
6275;1402046-13;"Operación ""comando"" (incluye extirp. del tumor, hemimandibulectomía y disección ganglionar radical d";3247720
9497;1402047-5;"**Resección parcial de mandíbula";1708740
8851;1402050-6;"Faringectomía parcial";403460
4638;1402051-6;**Genioplastía;1944600
6274;1402052-6;"**Osteotomias segmentarias del maxilar o mandíbula";201730
3228;1402053-7;"**Osteotomias totales del maxilar o mandibula (tipo Le Fort I o sagital de rama)";2184420
5612;1402054-4;"**Reducción cerrada de fracturas maxilofaciales";86580
1726;1402055-5;"**Reducción abierta de fracturas maxilofaciales y estabilización con elementos de osteosíntesis";429400
4459;1402056-4;"**Reducción abierta de fracturas maxilofaciales con osteosíntesis única";1803800
2933;1402057-10;"Reconstrucciones complejas de la cara simultáneas con proc. neuroquirúrgico (craneotomías más aborda";4211970
2621;1402058-7;"Reconstrucciones de partes duras y blandas de la cara, mediante abordajes múltiples y hemicoronal o ";2265540
9822;1402059-4;"**Remoción de arcos dentarios o ligaduras de alambre";241320
2369;1402060-3;"**Remoción simple (proc.aut.)";362670
8807;1502001-4;"Heridas de la cara complicadas: 1 o varias de más de 5 cms. y/o ubicadas en bordes de párpados, labi";1431000
9053;1502002-2;"Heridas de la cara simples: 1 o varias de hasta 5 cms. que sólo comprometen piel";121050
4255;1502003-4;"Implante de silicona facial (cualquier zona o zonas)";1120800
8884;1502004-3;"Resección plástica de hasta 2 cicatrices (cualquier localización o tamaño)";134600
2280;1502005-4;"Resección plástica de 3 o más cicatrices (cualquier localización o tamaño)";313760
1360;1502006-3;"Injertos hasta 1% superficie corporal receptora";373410
9333;1502007-4;"Injertos hasta 5% superficie corporal receptora";336250
5991;1502008-5;"Injertos hasta 10% superficie corporal receptora";1062810
5823;1502009-6;"Injertos por cada 10% (o su fracción) adicional hasta 50%";782900
3197;1502010-13;"Injertos 51% y más de superficie corporal receptora";1371570
2195;1502011-8;"Piel total, cualquier tamaño (incluye tratamiento zona dadora y receptora)";409580
2103;1502012-4;"Toma de injertos cartílago (auricular, costal o similares) c/u";286200
9132;1502013-5;"Toma de injertos-óseo (costal, ilíaco, tibial o similares) c/u.";183310
7909;1502067-4;"Toma de injerto de cuero cabelludo";615840
2737;1502068-10;"Expansor de piel (dos o más) primer tiempo";2472160
6798;1502069-10;"Expansor de piel (dos o más) segundo tiempo retiro";566580
6836;1502071-10;"Expansor de piel (único) segundo tiempo o retiro";2832900
2412;1502014-4;"Plastías en Z, hasta 3";1287900
6359;1502017-9;#NAME?;5823360
1947;1502018-7;#NAME?;3327600
6188;1502019-8;#NAME?;1977440
4522;1502020-6;#NAME?;2017300
5048;1502021-5;#NAME?;416400
4692;1502022-6;"Parálisis facial, trasplantes musculares";1099320
4481;1502023-6;"Ridectomía cérvico-facial, un lado";1756640
9841;1502024-5;"Ridectomía frontal";1329020
2907;1502026-3;"Lóbulo auricular partido, corrección plástica (proc. aut)";207450
5155;1502027-5;"Malformación congénita compleja en orejas, cada plastía o plastías en tiempos diferentes";1708740
4457;1502028-5;"Corrección nasal parcial (alares, alargamiento columela o similar)";1825500
9012;1502029-5;"Blefaroplastia párpados inferiores, uni o bilateral";759440
8367;1502030-5;"Blefaroplastia párpados superiores, uni o bilateral";383700
9269;1502031-5;"**Corrección quirúrgica secundaria de queiloplastía";189860
6818;1502032-5;"**Queiloplastía primaria, un lado (proc. quir. completo por cualquier técnica)";1518880
3882;1502033-5;"**Cierre de paladar duro y/o cierre de comunicación oro-nasal";1898600
9683;1502034-5;"**Cierre mucoso vestíbulo oral o gingivo-periostio-plastía";379720
1402;1502035-5;"**Plastia de velo (cualquier técnica)";189860
7983;1502036-5;"**Cierre de macrostomía, unilateral";182550
2684;1502038-6;"**Reconstrucción osteoplástica reborde alveolar bilateral en un tiempo";1099320
4912;1502039-5;"**Reconstrucción osteoplástica reborde alveolar unilateral";1607040
5003;1502040-11;"Distoplasias orbitarias: movilización unilateral o vertical tiempo facial";5047600
5880;1502041-11;"Expansión o reconstrucción de un micro-orbitismo";6309500
2596;1502042-12;"Síndrome de Apert Crouzon o similar: avance fronto-orbito-maxilar vía intracraneana, tiempo facial";7375700
3524;1502045-11;"Movilización orbitaria extracraneana";5047600
4825;1502046-13;"Movilización orbitaria intracraneana, tiempo facial";7705500
4707;1502047-5;"Ginecomastia, corrección plástica";733240
8115;1502048-6;"Mamoplastía de aumento (unilateral)";583380
8932;1502049-6;"Mamoplastía de reducción";709290
7827;1502050-6;"Mastopexia c/s implante de prótesis (no incluye valor de la prótesis)";195150
9428;1502051-5;"Reconstrucción areola y/o pezón c/s plastía (proc. aut.)";610360
2209;1502053-6;Abdominoplastia;2159440
3309;1502054-7;"Escarectomía con resección ósea c/s colgajo de rotación";1270860
9039;1502055-7;"Tratamiento de escaras de decubito, con resección ósea y colgajos musculares o musculocutáneos";339720
4053;1502056-5;"Sindactilia, trat. quir. cada espacio con injerto";762950
2411;1502057-4;"Sindactilia, trat. quir. cada espacio sin injerto";67250
3449;1502059-6;"Lipectomía glútea, unilateral";1644800
3496;1502060-6;"Lipectomía trocantérea, unilateral";1644800
6620;1502061-4;"Escarotomía hasta 10 % superficie corporal";82080
4144;1502062-2;"Escarotomía por cada 10 % adicional (o su fracción)";27850
9676;1502063-3;"Escarectomía hasta 1 % superficie corporal";234880
8625;1502064-4;"Escarectomía hasta 5 % superficie corporal";879300
8370;1502065-5;"Escarectomía hasta 10% superficie corporal";1420110
2355;1601110-1;"Curetaje de lesiones virales y similares hasta 10 lesiones por sesión";26440
2142;1601112-2;"Fototerapia UVB, UVA localizada, por sesión";52700
6796;1601115-2;"Implantes Subcutáneos, instalación o retiro";143570
5572;1601116-2;"Crioterapia hasta 5 lesiones por sesión";17600
4820;1601117-2;"Crioterapia 6 a 10 lesiones por sesión";185080
1334;1601119-2;"Inyección intracutánea en áreas hasta 9 cm2 por sesión";123200
1317;1601120-1;"Tratamiento abrasivo cutáneo mecánico por sesión";105720
8543;1601121-1;"Tratamiento abrasivo cutáneo químico por sesión";211520
1819;1601122-1;Tricograma;70400
1562;1601124-2;"Tratamiento por láser, IPL o similar por área hasta 16 cm2 por sesión";396540
3814;1601126-1;"Dermatoscopía digital con registro gráfico o digital hasta 5 lesiones";36240
8616;1602202-2;"Cabeza, cuello, genitales hasta 3 lesiones: extirpación, reparación o biopsia, total o parcial, de l";798600
3000;1602203-2;"Resto del cuerpo hasta 3 lesiones: extirpación, reparación o biopsia, total o parcial, de lesiones b";479340
7835;1602205-2;"Resto del cuerpo desde 4 y hasta 6 lesiones: extirpación, reparación o biopsia, total o parcial, de ";639000
7118;1602206-2;"Extirpación de lesiones benignas por sec tangencial, curetaje y/o fulguración hasta 15 lesiones";53260
8189;1602207-2;"Tratamiento por electro de hemangiomas o telangectasias hasta 15 lesiones";53260
5961;1602211-3;"Cabeza, cuello, genitales: tratamiento quirúrgico de tumor maligno por escisión total o parcial, con";1164940
5416;1602212-3;"Resto del cuerpo: tratamiento quirúrgico de tumor maligno por escisión total o parcial, con o sin su";1198170
7113;1602213-2;"Cabeza, cuello, genitales o melanoma cualquier ubicación: ampliación de márgenes quirúrgicos de tumo";665650
3553;1602214-2;"Resto del cuerpo: ampliación de márgenes quirúrgicos de tumor maligno extirpado previamente";698950
4401;1602215-3;"Tumores vasculares profundos cabeza, cuello, genitales";1164940
9273;1602216-3;"Tumores Vasculares Profundos Resto del cuerpo";665650
7752;1602221-3;"Herida cortante o contusa complicada, reparación y sutura (más de 5 cm)";228030
6772;1602222-2;"Herida cortante o contusa no complicada, reparación y sutura (una o múltiple hasta 5 cms. de largo t";61350
4541;1602223-2;"Cabeza, cuello, genitales: extirpación de lesión benigna subepidérmica, incluye tumor sólido, quiste";898650
1896;1602224-2;"Resto del cuerpo: extirpación de lesión benigna subepidérmica, incluye tumor sólido, quiste epidérmi";415900
7705;1602225-2;"Vaciamiento y curetaje quirúrgico de lesiones quísticas o abscesos";426080
1313;1602231-2;"Onicectomía total o parcial simple";63840
6184;1602232-2;"Cirugía reparadora ungueal por proceso inflamatorio";199680
7919;1602233-2;"Corrección quirúrgica de defecto congénito o por tumor ungueal";1065000
7304;1602240-1;"Curación por Médico, Quemadura o Similar menor al 5% superficie corporal en pabellón";44340
2528;1602241-3;"Curación por Médico, Quemadura o Similar 5 a 10% superficie corporal en pabellón";53220
8590;1602242-6;"Curación por Médico, Quemadura o Similar mayor al 10 % superficie corporal en pabellón";95800
5899;1701003;"Electrocardiograma de esfuerzo";181080
8348;1701006;"E.C.G. continuo (test Holter o similares, por ej. variabilidad de la frecuencia cardíaca y/o alta re";307080
2863;1701007;"Ecocardiograma Doppler, con registro (incluye cód. 17-01-008)";260560
3271;1701045;"Ecocardiograma bidimensional doppler color";508130
2548;1701008;"Ecocardiograma bidimensional (incluye registro modo M, papel fotosensible y fotografía), en adultos ";122160
8755;1701010;"Sondeo cardíaco derecho c/s termodilución, en adultos o niños";2835540
8265;1701011;"Sondeo cardíaco izquierdo y derecho, en adultos o niños";3223710
6956;1701012;"Sondeo cardíaco izquierdo, en adultos o niños";2044630
5088;1701019;"Cinecoronariografía derecha y/o izquierda (incluye sondeo cardíaco izquierdo y ventriculografía izqu";1125570
1463;1701020;"Ventriculografía derecha, en adultos o niños (incl. proc. rad., y sondeo cardíaco derecho)";1151700
3913;1701022;"Aortografía, en adultos o niños (Incluye proc. rad.)";3118860
7054;1701023;"Arteriografía de extremidades, en adultos o niños (incluye proc. rad.)";414370
7977;1701131;"Angioplastía Intraluminal coronaria uno o múltiples vasos (incl. proc. rad; balón, rotablator, Stent";13445300
3966;1701132;"Angioplastía Intraluminal periférica (incluye proc. rad., balón, Stent o similar)";3359180
1384;1701043;"Angioplastía de coartación aórtica (incl. proc. rad.) (proc. completo)";8128100
2269;1701144;"Angioplastía de arteria pulmonar o vena cava en niños (incluye proc. rad., balón, Stent o similar)";8515400
5529;1701033;"Biopsia endomiocárdica (proc. completo)";240990
6786;1701038;"Septostomía de Rashkind o con controlada con balón";549960
2923;1701035;"Colocación de sonda marcapaso transitorio (proc. completo)";1631280
7424;1701141-4;"Valvuloplastía mitral o tricúspide (incl. proc. radiológico, incluye balón)";8259600
4671;1701142-4;"Valvuloplastía aórtica y/o pulmonar c/u (incl. proc. radiológico, incluye balón)";6607680
9388;1701055-3;"Ecocardiograma bidimensional doppler color transesofágico";503040
3145;1701056;"Ecocardiograma Fetal";315800
5160;1701057;"Ecocardiograma de estrés (incluye medicamento)";61350
3317;1701009;"Monitoreo de presión arterial continuo";71010
2741;1701016;"Doppler simple de vasos periféricos (por sesión)";32760
5362;1701017;"Pletismografía en reposo, esfuerzo c/u (por sesión)";148400
9151;1701034;Cardioversión;116750
9305;1701037-3;"Punción subclavia o yugular con colocación de catéter";148800
8644;1701039-3;"Trombólisis arterial periférica";233670
5180;1701040-3;"Trombólisis intracoronaria";1328160
4860;1701046-4;"Estudio electrofisiológico endocardíaco de las arritmias";202380
9149;1701050-4;"Ablación con corriente continua o radiofrecuencia de nódulo aurículo-ventricular";134920
4895;1701051-4;"Ablación con corriente continua o con radiofrecuencia de vías accesorias y otros";539250
8753;1701060;"Revisión (re-implante) electrodo desfibrilador automático transvenoso";1144650
4202;1701062;"Arteriografía selectiva o superselectiva renal en adultos o niños (incl. proc. rad.)";2572080
6938;1701063;"Arteriografía selectiva o superselectiva tronco celíaco en adultos o niños (incl. proc. rad.)";3306960
5269;1701064;"Arteriografía selectiva o superselectiva arteria glútea en adultos o niños (incl. proc. rad.)";1102320
5131;1701065;"Arteriografía selectiva o superselectiva hipogástrica en adultos o niños (incl. proc. rad.)";3306960
3066;1701066;"Arteriografía selectiva o superselectiva hepática en adultos o niños (incl. proc. rad.)";1102320
5107;1701067;"Arteriografía selectiva o superselectiva mesentérica en adultos o niños (incl. proc. rad.)";367440
9826;1701068;"Arteriografía selectiva o superselectiva arteria lumbar en adultos o niños (incl. proc. rad.)";1837200
1543;1701078-4;"Instalación de reservorio subcutáneo (catéter de quimioterapia)";2596320
3685;1701079-4;"Retiro de reservorio subcutáneo (catéter de quimioterapia)";1514450
4212;1703001-8;"Embolectomía y/o trombectomía, unilateral, miembro superior o inferior (proc. aut.)";1936560
8857;1703002-7;"Fístula arteriovenosa congénita o traumática, repar. quir.";3118680
5995;1703003-7;"Fístula arteriovenosa nativa (vena autóloga)";2389080
6123;1703075-6;"Fístula Arteriovenosa Protésica";3741350
8790;1703076-10;"Transposición de vena basílica para hemodiálisis";6021100
1354;1703005-10;"Reparación quirúrgica de vasos arteriales y/o venosos intra-abdominales o intra-torácicos c/s injert";3440220
7783;1703006-8;"Reparación quirúrgica de vasos arteriales y/o venosos periféricos c/s injerto (biológicos o sintétic";1288080
5075;1703007-12;"Aneurisma aórtico-abdominal trat. quir.";772130
2936;1703008-7;"Aneurismas periféricos, trat. quir.";2937840
2632;1703009-14;"Aneurisma tóraco-abdominal trat. quir.";1983600
2547;1703010-10;"Puente aorto-bifemoral; puentes de troncos supra-aórticos";6036660
4780;1703011-10;"Puente aorto-unifemoral";3279600
3092;1703012-12;"Puente aorto-visceral (renal, mesentérico o similar); c/u";5831640
8014;1703013-12;"Puente aorto-ilíaco";647960
9530;1703015-10;"Endarterectomía femoral común, superficial o profunda, poplítea u otras c/s injerto (proc. aut.)";775960
9686;1703016-11;"Endarterectomía renal, c/s injerto (proc. aut.)";4250700
4322;1703019-8;"Ligadura troncos arteriales, (proc. aut.)";2035680
7404;1703020-10;"Otras derivaciones: fémoro–femoral, axilo-humeral, axilo-femoral, carótidosubclavio, axilo-axilar o ";2948700
9552;1703064-4;"Implante de prótesis para hemodiálisis";983180
5843;1703065-10;"Transposición basílica o similar";7174720
7672;1703021-12;"Anastomosis portocava u otras portosistémicas";6390270
2284;1703023;"Denudación venosa (proc. aut.)";241400
2376;1703024-9;"Derivaciones venosas de extremidades puentes venosos";3189920
7191;1703025-8;"Implante filtros venosos";2736650
8528;1703080-7;"Implante y retiro de implante venoso (filtro de vena cava) por vía endovascular";3482940
3722;1703026-5;"Ligadura cayado safena interna, unilateral";730200
1538;1703027-5;"Ligadura otros troncos venosos (poplíteo, femoral, ilíacas, humeral, axilar, otros); ligadura de ven";1618080
8298;1703028-8;"Ligadura vena cava inferior";2601760
7653;1703029-6;"Resección cutáneo-aponeurótica unilateral (incluye fasciotomía interna o posterior)";679650
4922;1703030-6;"Safenectomía interna y/o externa, unilateral, o endoablación por cualquier técnica (láser, radiofrec";972300
8260;1703031-6;"Trombectomía de venas profundas";2017300
2059;1703082-4;"Ablación troncos venosos con técnica no térmica no tumescente (cianocrilato, fármaco, mecánico u otr";1533100
5774;1703066-7;"Instalación de catéter venoso de larga duración tunelizado (incluye cateter)";1298160
7013;1703074-4;"Retiro de catéter venoso de larga duración tunelizado";1730800
5025;1703033-7;"Linfedema, trat. quir. una extremidad";2618980
9009;1703034-3;"Drenaje quirúrgico adenitis";587200
1388;1703036-9;"Disección y extirpación ganglionar regional: axilo-supraclavicular";4676900
9473;1703037-9;"Disección y extirpación ganglionar regional: cérvico-torácica";2516460
6393;1703038-9;"Disección y extirpación ganglionar regional: ileoinguinal";2355700
2367;1703039-9;"Disección y extirpación ganglionar regional: inguinoescrotales";1196220
1392;1703040-10;"Disección y extirpación ganglionar regional: lumbo-aórticos";3482640
5248;1703068-10;"Resección ganglios mediastínicos por toracotomía";1603740
6347;1703069-12;"Resección ganglios mediastínicos por vía videotoracoscopica";4490460
2281;1703042-6;"Disección y extirpación ganglionar regional: poplíteos";1836240
7061;1703043-8;"Vaciamiento (disección) radical cuello (v.r.c.) clásico ipsilateral";1563800
6661;1703044-5;"Disección y extirpación ganglionar regional: yugular simple";1825500
8197;1703045-9;"Simpatectomía cérvico-torácica";1258230
6982;1703046-9;"Simpatectomía lumbar";2549960
3940;1703067-9;"Simpatectomía cervico-torácica toracoscopia";3729780
8436;1703047-12;"Anastomosis vasculares sistémicopulmonares (Blalock-Pott-Glenn o similares)";4260180
4915;1703048-5;"Cambio de generador de marcapaso, sin cambio de electrodo (no incluye el valor de la prótesis)";1708740
7570;1703148-5;"Cambio de generador de marcapaso (incluye el valor de la prótesis)";2128420
2261;1703049-12;"Coartación aórtica infantil (preductal) trat. quir.";2840120
5764;1703050-12;"Coartación aórtica, trat. quir.";6390270
4293;1703051-10;"Conducto arterioso persistente, trat. quir.";3174960
9372;1703052-11;"Fístula coronaria, trat. quir.";4416650
3175;1703053-8;"Implantación de marcapaso c/electrod. intraven. o epicárdico (no incluye el valor de la prótesis)";1282650
4534;1703153-8;"Implantación de marcapaso c/electrod. intraven. o epicárdico (incluye el valor de la prótesis)";25702100
8931;1703054-11;"Operación sobre anillos valvulares o vasculares";1041300
4851;1703055-10;"Operaciones sobre arteria pulmonar, constricción por cinta";1474380
1978;1703056-10;"Pericardiectomía y/o extirp. de quistes y/o tumores";5200160
1314;1703057-10;"Pericardiorrafia o miopericardiorrafia en heridas penetrantes";601710
4576;1703058-10;Pericardiotomía;2327880
8827;1703072-8;"Implante de desfribilador con resincronizador VVI (incluye dispositivo)";15937500
3050;1703073-8;"Implante de desfribilador con resincronizador DDD (incluye dispositivo)";45970860
6328;1703077-6;"Extracción de electrodo endocavitario, con o sin extracción de generador de marcapaso o desfibrilado";2746900
6708;1703061-14;"- De complejidad mayor: incluye reemplazo valvular múltiple, tres o más puentes aortocoronarios y/o ";43625340
2792;1703062-14;"- De complejidad mediana: incluye comunicación interventricular, reemplazo univalvular, uno o dos pu";2934870
1480;1704002-10;"Cirugía tórax abierto traumático y/o fijación tórax volante, osteosíntesis costales múltiples y de e";3526600
2462;1704003-9;"Fenestración o toracoplastía";2185680
6825;1704004-9;"Reparación pectum excavatum o carinatum, (proc. aut.)";1655650
5615;1704005-8;"Resección de costillas y/o pared costal y/o cartílago y/o esternón s/plastía (proc. aut.)";1265400
5855;1704007-10;"Toracofrenolaparatomía exploradora c/s reparación vísceras torácicas y abdominales";1350180
1883;1704008-10;"Toracofrenotomía exploradora";2715860
1675;1704009-9;"Toracotomía exploradora, c/s biopsia, c/s debridación, c/s drenaje";2260440
6143;1704011-8;"Mediastinotomía exploradora ant. o post. c/s biopsia proc. aut";1723050
3589;1704012-7;"Drenaje quir. de mediastino, vía cervical";422020
8470;1704014-7;"Timectomía vía cervical";2510730
5035;1704015-8;"Timectomía vía torácica medioesternal";1398520
5697;1704016-9;"Conducto torácico, ligadura quirúrgica";1457080
4518;1704081-10;"Conducto torácico, ligadura por vía videotoracoscopica";9972900
2826;1704017-10;"Tumores o quistes de mediastino (anterior o posterior) trat. quir. c/s disección ganglionar";4427520
3855;1704065-10;"Mediastinoscopía y/o videomediastinoscopía c/s biopsia";683640
2104;1704066-11;"Tumores o quistes de mediastino (anterior o posterior) tratamiento quirúrgico c/s disección ganglion";3718350
7074;1704018-10;"Cirugía del diafragma con cirugía de vísceras abdominales o torácicas";1827800
8160;1704064-10;"Frenoparálisis trat. quir.";454610
6810;1704082-12;"Frenoparalisis tratatamiento quirúrgico laparoscópico";3300920
9177;1704019-9;"Heridas traumáticas del diafragma, trat. quir.";1683350
2134;1704020-10;"Hernioplastía diafragmática por vía torácica c/ prótesis (no incluye valor de la prótesis)";1551920
2950;1704084-12;"Hernioplastía diafragmática por vía torácica c/s prótesis por vía videotoracoscopica";4781070
9256;1704021-9;"Hernioplastía diafragmática por vía torácica, sin prótesis";3504800
3950;1704022-10;"Tumores, malformaciones o quistes del diafragma (no incluye valor de la prótesis) trat. quir.";3491820
4932;1704068-10;"Heridas traumáticas, trat. quir. por vía videotoracoscopia";2894780
9092;1704023-9;"Cuerpo extraño pleural, extrac. quir.";645840
6227;1704024-11;"Decorticación pleuropulmonar (pleurectomía parcial o total)";1530800
4462;1704025-6;"Pleurodesis por pleurotomía";546250
8099;1704026-10;"Pleurodesis por toracotomía";1733000
6010;1704027-4;"Pleurotomía única o doble";230610
3255;1704028-10;"Tratamiento resectivo de tumores pleurales";1060560
7966;1704086-11;"Tumores pleurales, por vía videotoracoscopica";484030
1426;1704087-14;"Cirugía del mesotelioma maligno";17221680
8258;1704070-10;"Biopsia pleural por videotoracoscopia";2719890
1887;1704071-11;"Cuerpo extraño pleural, por videotoracoscopia";2196530
6079;1704072-12;"Decorticación pleuropulmonar (pleurectomía parcial o total) por videotoracoscopia";2112850
3562;1704030-11;"Cirugía ruptura traqueobronquial o tratamiento quirúrgico fístula bronquial por esternotomía media";3154750
3851;1704032-11;"Tratamiento quirúrgico fístula bronquial por toracotomía";1013620
7168;1704033-9;"Tumores traqueales, extirpación";3097150
1940;1704034-10;"Absceso pulmonar, drenaje por toracotomía";2079600
2805;1704035-9;"Biopsia pulmonar por toracotomía";1937520
8289;1704036-9;"Bulas, trat. quir.";3229200
9378;1704037-11;"Cirugía de quiste hidatídico sin resección pulmonar";1151540
8820;1704038-9;"Cuerpo extraño intrapulmonar, extirp. quir.";2858640
8947;1704039-8;"Heridas de pulmón, trat. quir. (proc. aut.)";904020
8725;1704090-10;"Heridas de pulmón, trat. quir. por vía videotoracoscopica";5090120
1585;1704040-11;"Lobectomía o bilobectomía";2303080
