"Código genérico";"Nombre producto genérico";"Descripción producto genérico";"Tipo producto";"Código ONU";"Clasificación ONU";"Clasificación interna";"Estado Código genérico";"Canasta Esencial de Medicamentos";precio
100005635;"BOTON GASTROS 12FRX2 3CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 12 FRENCH  LARGO 2 3 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1228
100005636;"BOTON GASTROS 12FRX2 5CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 12 FRENCH  LARGO 2 5 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1173
100005637;"BOTON GASTROS 12FRX2 7CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 12 FRENCH  LARGO 2 7 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1444
100005638;"BOTON GASTROS 14FRX0 8CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 14 FRENCH  LARGO 0 8 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1500
100005639;"BOTON GASTROS 14FRX1 2CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 14 FRENCH  LARGO 1 2 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1072
100005640;"BOTON GASTROS 14FRX2 0CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 14 FRENCH  LARGO 2 0 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1118
100005641;"BOTON GASTROS 14FRX2 3CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 14 FRENCH  LARGO 2 3 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1276
100005642;"BOTON GASTROS 14FRX2 5CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 14 FRENCH  LARGO 2 5 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1084
100005643;"BOTON GASTROS 14FRX3 0CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 14 FRENCH  LARGO 3 0 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1340
100005644;"BOTON GASTROS 14FRX3 5CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 14 FRENCH  LARGO 3 5 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1135
100005645;"BOTON GASTROS 14FRX4 0CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 14 FRENCH  LARGO 4 0 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1187
100005646;"BOTON GASTROS 14FRX4 5CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 14 FRENCH  LARGO 4 5 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1282
100005647;"BOTON GASTROS 16FRX0 8CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 16 FRENCH  LARGO 0 8 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1815
100005648;"BOTON GASTROS 16FRX1 0CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 16 FRENCH  LARGO 1 0 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;2384
100005649;"BOTON GASTROS 16FRX1 2CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 16 FRENCH  LARGO 1 2 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1245
100005650;"BOTON GASTROS 16FRX2 0CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 16 FRENCH  LARGO 2 0 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1030
100005651;"BOTON GASTROS 16FRX2 3CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 16 FRENCH  LARGO 2 3 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1221
100005652;"BOTON GASTROS 16FRX2 5CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 16 FRENCH  LARGO 2 5 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1383
100005653;"BOTON GASTROS 16FRX2 7CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 16 FRENCH  LARGO 2 7 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;2044
100005654;"BOTON GASTROS 16FRX3 0CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 16 FRENCH  LARGO 3 0 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1661
100005655;"BOTON GASTROS 16FRX3 5CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 16 FRENCH  LARGO 3 5 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1654
100005656;"BOTON GASTROS 16FRX4 0CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 16 FRENCH  LARGO 4 0 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;2266
100005657;"BOTON GASTROS 16FRX4 5CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 16 FRENCH  LARGO 4 5 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1626
100005658;"BOTON GASTROS 18FRX0 8CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 18 FRENCH  LARGO 0 8 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1549
100005659;"BOTON GASTROS 18FRX1 2CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 18 FRENCH  LARGO 1 2 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;2080
100005660;"BOTON GASTROS 18FRX1 5CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 18 FRENCH  LARGO 1 5 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1110
100005661;"BOTON GASTROS 18FRX2 3CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 18 FRENCH  LARGO 2 3 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1537
100005662;"BOTON GASTROS 18FRX2 7CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 18 FRENCH  LARGO 2 7 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1262
100005663;"BOTON GASTROS 18FRX3 0CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 18 FRENCH  LARGO 3 0 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1107
100005664;"BOTON GASTROS 18FRX3 5CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 18 FRENCH  LARGO 3 5 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1079
100005665;"BOTON GASTROS 18FRX4 0CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 18 FRENCH  LARGO 4 0 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1174
100005666;"BOTON GASTROS 18FRX4 5CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 18 FRENCH  LARGO 4 5 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1154
100005667;"BOTON GASTROS 20FRX0 8CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 20 FRENCH  LARGO 0 8 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1409
100005668;"BOTON GASTROS 20FRX1 0CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 20 FRENCH  LARGO 1 0 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1616
100005669;"BOTON GASTROS 20FRX1 2CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 20 FRENCH  LARGO 1 2 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1935
100005670;"BOTON GASTROS 20FRX2 0CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 20 FRENCH  LARGO 2 0 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1613
100005671;"BOTON GASTROS 20FRX2 3CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 20 FRENCH  LARGO 2 3 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1081
100005672;"BOTON GASTROS 20FRX2 7CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 20 FRENCH  LARGO 2 7 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1001
100005673;"BOTON GASTROS 20FRX3 5CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 20 FRENCH  LARGO 3 5 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1160
100005674;"BOTON GASTROS 20FRX4 0CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 20 FRENCH  LARGO 4 0 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1736
100005675;"BOTON GASTROS 20FRX4 5CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 20 FRENCH  LARGO 4 5 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;2361
100005676;"BOTON GASTROS 24FRX1 5CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 24 FRENCH  LARGO 1 5 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;2454
100005677;"BOTON GASTROS 24FRX2 3CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 24 FRENCH  LARGO 2 3 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;2163
100005678;"BOTON GASTROS 24FRX2 7CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 24 FRENCH  LARGO 2 7 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1442
100005679;"BOTON GASTROS 24FRX3 5CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 24 FRENCH  LARGO 3 5 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1093
100005680;"BOTON GASTROS 24FRX4 0CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 24 FRENCH  LARGO 4 0 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1096
100005681;"BOTON GASTROS 24FRX4 5CM BAL INF CAJ1KIT";"BOTON GASTROSTOMIA 24 FRENCH  LARGO 4 5 CM  CON BALON INFLABLE DESECHABLE. EXTREMO SUPERIOR CON VALVULA ANTIREFLUJO Y TAPA  CON 2 CONECTORES ADAPTABLES PARA BAJADA Y JERINGA  MATERIAL 100 % SILICONA  CON LINEA RADIOPACA  LIBRE DE DEHP (DI(2-ETILHEXIL)FTALA";Insumos;42231604;"Botones de acceso gá";"Dispositivos y accesorios médicos";activo;0;1248
100005682;"KIT GASTROSTOMIA PERCUTANEO ENDOSC 14 FR";"KIT GASTROSTOMIA PERCUTANEO ENDOSCOPICO DESECHABLE 14 FRENCH. DEBE CONTENER AL MENOS: SONDA INSTALACION ENDOSCOPICA  GUIA DE INSTALACION METALICA  ASA DE POLIPECTOMIA ENDOSCOPICA   TROCAR ATRAUMATICO (INTRODUCTOR)  PINZA PARA LA GUIA. SONDA INSTALACION END";Insumos;42231602;"Tubos de gastronomía";"Dispositivos y accesorios médicos";activo;0;9282
100005683;"KIT GASTROSTOMIA PERCUTANEO ENDOSC 15 FR";"KIT GASTROSTOMIA PERCUTANEO ENDOSCOPICO DESECHABLE 15 FRENCH. DEBE CONTENER AL MENOS: SONDA INSTALACION ENDOSCOPICA  GUIA DE INSTALACION METALICA  ASA DE POLIPECTOMIA ENDOSCOPICA   TROCAR ATRAUMATICO (INTRODUCTOR)  PINZA PARA LA GUIA. SONDA INSTALACION END";Insumos;42231602;"Tubos de gastronomía";"Dispositivos y accesorios médicos";inactivo;0;10914
100005684;"KIT GASTROSTOMIA PERCUTANEO ENDOSC 16 FR";"KIT GASTROSTOMIA PERCUTANEO ENDOSCOPICO DESECHABLE 16 FRENCH. DEBE CONTENER AL MENOS: SONDA INSTALACION ENDOSCOPICA  GUIA DE INSTALACION METALICA  ASA DE POLIPECTOMIA ENDOSCOPICA   TROCAR ATRAUMATICO (INTRODUCTOR)  PINZA PARA LA GUIA. SONDA INSTALACION END";Insumos;42231602;"Tubos de gastronomía";"Dispositivos y accesorios médicos";activo;0;15922
100005685;"KIT GASTROSTOMIA PERCUTANEO ENDOSC 18 FR";"KIT GASTROSTOMIA PERCUTANEO ENDOSCOPICO DESECHABLE 18 FRENCH. DEBE CONTENER AL MENOS: SONDA INSTALACION ENDOSCOPICA  GUIA DE INSTALACION METALICA  ASA DE POLIPECTOMIA ENDOSCOPICA  TROCAR ATRAUMATICO (INTRODUCTOR)  PINZA PARA LA GUIA. SONDA INSTALACION ENDO";Insumos;42231602;"Tubos de gastronomía";"Dispositivos y accesorios médicos";activo;0;14964
