Código;"Código adicional";"CONSULTAS Y ATENCION MEDICA";"Valor fonasa";Grupo;tipo
1902022;9;"Ureterectomía, ureteroplastía, ureterorrafia, ureterolisis, transureteroanastomosis, cualquier vía o";467690;"UROLOGIA Y NEFROLOGIA";URETER
1902023;8;"Ureterorrafia y/o ureterolisis c/u";335860;"UROLOGIA Y NEFROLOGIA";URETER
1902024;9;"Ureterostomía bilateral: vesical, cutánea o intestinal";584950;"UROLOGIA Y NEFROLOGIA";URETER
1902025;8;"Ureterostomía unilateral: vesical, cutánea o intestinal";439170;"UROLOGIA Y NEFROLOGIA";URETER
1902093;9;"Ureterostomía unilateral: vesical, cutáneo o intestinal por vía de abordaje laparoscopia";550610;"UROLOGIA Y NEFROLOGIA";URETER
1902027;8;"Cistectomía parcial y/o trat. quir. de divertículo vesical";322020;"UROLOGIA Y NEFROLOGIA";VEJIGA
1902028;11;"Cistectomía radical, cualquier vía o técnica, incluye linfadenectomía ampliada.";879490;"UROLOGIA Y NEFROLOGIA";VEJIGA
1902029;9;"Cistoplastía, proc. completo";584950;"UROLOGIA Y NEFROLOGIA";VEJIGA
1902030;7;"Reparación vesical por trauma o daño de cualquier tipo.";218330;"UROLOGIA Y NEFROLOGIA";VEJIGA
1902091;9;"Reparación vesical por trauma o daño de cualquier tipo. Por vía de abordaje laparoscópica";298930;"UROLOGIA Y NEFROLOGIA";VEJIGA
1902031;7;"Cistostomía, extracción de litiasis o cuerpo extraño, instalación de catéter suprapúbico, por vía ab";218330;"UROLOGIA Y NEFROLOGIA";VEJIGA
1902032;8;"Extrofia vesical, proc. completo";425450;"UROLOGIA Y NEFROLOGIA";VEJIGA
1902033;8;"Fístula vésico-cutánea, y/o vaginal, y/o intest., trat. quir.";328890;"UROLOGIA Y NEFROLOGIA";VEJIGA
1902034;8;"Cirugía abierta o endoscópica de lesiones cuello vesical y/o hemovejiga primaria o post cirugía prós";266900;"UROLOGIA Y NEFROLOGIA";VEJIGA
1902035;7;"Ligadura de arterias hipogástricas (proc. aut.)";263840;"UROLOGIA Y NEFROLOGIA";VEJIGA
1902036;10;"Operación de Bricker";641780;"UROLOGIA Y NEFROLOGIA";VEJIGA
1902037;9;"Resección endoscópica de cáncer vesical";350480;"UROLOGIA Y NEFROLOGIA";VEJIGA
1902038;9;"Reservorio continente intestinal externo o interno";584950;"UROLOGIA Y NEFROLOGIA";VEJIGA
1902092;9;"Inyección ureteral o vesical de medicamentos o sustancias vía endoscópica (no incluye fármaco)";277570;"UROLOGIA Y NEFROLOGIA";VEJIGA
1902040;8;"Extirpación divertículo o quiste para-uretral, cualquier vía";335860;"UROLOGIA Y NEFROLOGIA";URETRA
1902041;7;"Flegmón urinoso, drenaje y cistostomía";243120;"UROLOGIA Y NEFROLOGIA";URETRA
1902043;7;"Uretroplastía sin substitución - uretrorrafía";263840;"UROLOGIA Y NEFROLOGIA";URETRA
1902044;8;"Uretroplastía de substitución, cada tiempo";328890;"UROLOGIA Y NEFROLOGIA";URETRA
1902045;8;"Incontinencia urinaria de esfuerzo o d.i.e. (disfunción intrínseca del esfínter), cualquier vía únic";312590;"UROLOGIA Y NEFROLOGIA";URETRA
1902047;5;"Meatotomía quirúrgica c/s resección de pólipo o carúncula";157790;"UROLOGIA Y NEFROLOGIA";URETRA
1902049;8;"Uretrectomía y/o plastía abierta de la uretra en cualquiera de sus porciones, por trauma, o estenosi";844490;"UROLOGIA Y NEFROLOGIA";URETRA
1902050;5;"Fistulectomía uretral";189860;"UROLOGIA Y NEFROLOGIA";URETRA
1902051;5;Uretrostomía;164990;"UROLOGIA Y NEFROLOGIA";URETRA
1902052;5;"Uretrotomía externa (proc. aut.)";189860;"UROLOGIA Y NEFROLOGIA";URETRA
1902053;5;"Uretrotomía interna y/o uretrolitotomía (proc. aut.)";207760;"UROLOGIA Y NEFROLOGIA";URETRA
1902054;5;"Tratamiento quirúrgico de absceso prostático y/o vesículas seminales, cualquier vía o técnica";182550;"UROLOGIA Y NEFROLOGIA";"PROSTATA Y VESICULAS SEMINALES"
1902055;8;"Adenoma o cáncer prostático, resección endoscópica desobstructiva, cualquier técnica (uni, bipolar, ";342660;"UROLOGIA Y NEFROLOGIA";"PROSTATA Y VESICULAS SEMINALES"
1902056;8;"Adenoma prostático, trat. quir. cualquier vía o técnica abierta";377160;"UROLOGIA Y NEFROLOGIA";"PROSTATA Y VESICULAS SEMINALES"
1902057;10;"Prostatectomía radical por cáncer prostático, vía abierta, laparoscópica o robótica, incluye linfade";672120;"UROLOGIA Y NEFROLOGIA";"PROSTATA Y VESICULAS SEMINALES"
1902059;5;"Biopsia quirúrgica de testículo y/o aspiración epididimaria.";182550;"UROLOGIA Y NEFROLOGIA";"TESTICULOS Y SUS ANEXOS"
1902060;6;"Descenso testicular con o sin hernia, cualquier tiempo, cualquier técnica";251310;"UROLOGIA Y NEFROLOGIA";"TESTICULOS Y SUS ANEXOS"
1902061;5;"Descenso testículo inguinal c/s hernioplastía";214700;"UROLOGIA Y NEFROLOGIA";"TESTICULOS Y SUS ANEXOS"
1902062;6;"Escroto, plastía de, proc. completo";194460;"UROLOGIA Y NEFROLOGIA";"TESTICULOS Y SUS ANEXOS"
1902063;5;"Hidatidectomía unilat. c/s eversión de la vaginal (proc. aut.)";182550;"UROLOGIA Y NEFROLOGIA";"TESTICULOS Y SUS ANEXOS"
1902064;5;"Hidrocele y/o hematocele, incluye quistes cordón y/o epidídimo y/o hidatidectomías y/o cirugía intra";182550;"UROLOGIA Y NEFROLOGIA";"TESTICULOS Y SUS ANEXOS"
1902065;5;"Orquidectomía unilateral";182550;"UROLOGIA Y NEFROLOGIA";"TESTICULOS Y SUS ANEXOS"
1902066;5;"Orquidopexia unilateral";182550;"UROLOGIA Y NEFROLOGIA";"TESTICULOS Y SUS ANEXOS"
1902067;5;"Prótesis testicular, (proc. aut.)";182550;"UROLOGIA Y NEFROLOGIA";"TESTICULOS Y SUS ANEXOS"
1902068;6;"Orquidectomía ampliada por cáncer testicular";226550;"UROLOGIA Y NEFROLOGIA";"TESTICULOS Y SUS ANEXOS"
1902069;11;"Disección ganglionar lumboaórtica por cáncer testicular, cualquier vía o técnica, uni o bilateral o ";630950;"UROLOGIA Y NEFROLOGIA";"TESTICULOS Y SUS ANEXOS"
1902070;7;"Anastomosis deferentes o epidídimo-deferencial";291420;"UROLOGIA Y NEFROLOGIA";"EPIDIDIMO Y CONDUCTO DEFERENTE"
1902071;5;"Cirugía del epidídimo y cordón (proc.aut), incluye cirugía intravaginal y/o varicocele mismo lado";200880;"UROLOGIA Y NEFROLOGIA";"EPIDIDIMO Y CONDUCTO DEFERENTE"
1902072;7;"Plastía epidídimo-deferente (operación de Martín o sim.)";291420;"UROLOGIA Y NEFROLOGIA";"EPIDIDIMO Y CONDUCTO DEFERENTE"
1902073;5;"Quistes del cordón, y/o epidídimo, extirpación; epididimotomía diagnóstica y/o terapéutica (proc. au";182550;"UROLOGIA Y NEFROLOGIA";"EPIDIDIMO Y CONDUCTO DEFERENTE"
1902074;5;"Exploración escroto agudo. Incluye hematocele por trauma, destorsión y fijación testículo, hidatidec";189860;"UROLOGIA Y NEFROLOGIA";"EPIDIDIMO Y CONDUCTO DEFERENTE"
1902075;5;"Varicocele unilateral y/o denervación cordón espermático (incluye quistes, hidátides e hidrocele mis";182550;"UROLOGIA Y NEFROLOGIA";"EPIDIDIMO Y CONDUCTO DEFERENTE"
1902076;5;"Vasectomía bilateral, (proc. aut.) (la vasectomía como tiempo previo a una resección de próstata est";182550;"UROLOGIA Y NEFROLOGIA";"EPIDIDIMO Y CONDUCTO DEFERENTE"
1902078;6;"Amputación parcial del pene (proc. aut.)";226550;"UROLOGIA Y NEFROLOGIA";PENE
1902079;8;"Amputación total del pene, proc. completo";370270;"UROLOGIA Y NEFROLOGIA";PENE
1902080;4;"Biopsia de pene (proc. aut.)";50060;"UROLOGIA Y NEFROLOGIA";PENE
1902081;6;"Cirugía del priapismo cualquier vía o técnica";226550;"UROLOGIA Y NEFROLOGIA";PENE
1902082;5;"Circuncisión (incluye sección de frenillo, y/o de sinequias bálano-prepuciales, y/o incisión dorsal ";189860;"UROLOGIA Y NEFROLOGIA";PENE
1902083;5;"Cirugía traumatismo peneano o curvaturas adquiridas de la albugínea";200880;"UROLOGIA Y NEFROLOGIA";PENE
1902084;4;"Meatotomía hombre y/o sección frenillo y/o incisión dorsal, (proc. aut.)";37550;"UROLOGIA Y NEFROLOGIA";PENE
1902085;7;"Implantación prótesis peneana cualquier tipo o vía (no incluye prótesis)";374140;"UROLOGIA Y NEFROLOGIA";PENE
2001002;1;Colposcopía;9200;"GINECOLOGIA Y OBSTETRICIA";
2001005;4;"Histeroscopía diagnóstica (proc. aut.)";39160;"GINECOLOGIA Y OBSTETRICIA";
2001006;4;Amniocentesis;12620;"GINECOLOGIA Y OBSTETRICIA";
2001007;3;"Culdocentesis (punción del Douglas)";26360;"GINECOLOGIA Y OBSTETRICIA";
2001009;;"Monitoreo basal con informe";5150;"GINECOLOGIA Y OBSTETRICIA";
2001010;;"Monitoreo fetal estresante, con control permanente del especialista y tratamiento de las posibles co";16390;"GINECOLOGIA Y OBSTETRICIA";
2001021;;Cordocentesis;29500;"GINECOLOGIA Y OBSTETRICIA";
2001012;3;"Galactografía (a.c. 04-02-005)";13330;"GINECOLOGIA Y OBSTETRICIA";
2001013;3;"Histerosalpingografía (a.c. 04-02-011)";17260;"GINECOLOGIA Y OBSTETRICIA";
2001014;2;"Biopsia endometrio, vulva, vagina, cuello, c/u (proc. aut.)";26120;"GINECOLOGIA Y OBSTETRICIA";
2001015;2;"Colocación o extracción de dispositivo intrauterino (no incluye el valor del dispositivo)";10850;"GINECOLOGIA Y OBSTETRICIA";
2001016;2;"Electrodiatermo o criocoagulación de lesiones del cuello";26610;"GINECOLOGIA Y OBSTETRICIA";
2001020;;"Test postcoital";13330;"GINECOLOGIA Y OBSTETRICIA";
2001022;3;"Punción evacuadora de quistes mamarios, c/s toma de muestras, c/s inyección de medicamentos";12220;"GINECOLOGIA Y OBSTETRICIA";
2001023;;"Biopsia estereotáxica digital de mama";620480;"GINECOLOGIA Y OBSTETRICIA";
2001024;;"Biopsia corial";22550;"GINECOLOGIA Y OBSTETRICIA";
2001025;;"Toma de biopsia con aguja bajo visión ecográfica de la Mama (Biopsia Core)";80040;"GINECOLOGIA Y OBSTETRICIA";
2001026;;"Instalación o retiro dispositivo subdérmico anticonceptivo";17700;"GINECOLOGIA Y OBSTETRICIA";
2002001;3;"Absceso y/o hematoma de mama, trat.quir.";44930;"GINECOLOGIA Y OBSTETRICIA";
2002002;6;"Mastectomía parcial (cuadrantectomía o similar) o total s/vaciamiento ganglionar";260430;"GINECOLOGIA Y OBSTETRICIA";
2002003;7;"Mastectomía radical o tumorectomía c/vaciamiento ganglionar o mastectomía total c/vaciamiento gangli";470640;"GINECOLOGIA Y OBSTETRICIA";
2002005;5;"Tumor benigno y/o quiste y/o mama supernumeraria y/o aberrante o politelia, o biopsia quirúrgica ext";182550;"GINECOLOGIA Y OBSTETRICIA";
2002006;5;"Biopsia linfonodo centinela";379190;"GINECOLOGIA Y OBSTETRICIA";
2003031;7;"Videolaparoscopía ginecológica exploradora (incluye toma de muestras para biopsias, punción de quist";193930;"GINECOLOGIA Y OBSTETRICIA";
2003042;12;"Linfadenectomía pélvica bilateral laparoscopia";773110;"GINECOLOGIA Y OBSTETRICIA";
2003044;10;"Linfadenectomía pelvica bilateral abierta";742960;"GINECOLOGIA Y OBSTETRICIA";
2003043;12;"Traquelectomía radical";983220;"GINECOLOGIA Y OBSTETRICIA";
2003045;14;"Traquelectomía radical laparoscópica";1346210;"GINECOLOGIA Y OBSTETRICIA";
2003046;10;"Traquelectomía simple por vía vaginal";742960;"GINECOLOGIA Y OBSTETRICIA";
2003001;7;"Ooforectomía parcial o total, uni o bilateral (proc. aut.)";219840;"GINECOLOGIA Y OBSTETRICIA";
2003002;7;"Anexectomía y/o vac. de absceso tubo-ovárico, uni o bilateral.";263840;"GINECOLOGIA Y OBSTETRICIA";
2003003;7;"Embarazo tubario, trat. quir.";267910;"GINECOLOGIA Y OBSTETRICIA";
2003004;7;"Ligadura o sección uni o bilateral de las trompas (Madlener, Pomeroy, o similares) (proc. aut.)";211010;"GINECOLOGIA Y OBSTETRICIA";
2003005;7;"Salpingectomía uni o bilateral";211010;"GINECOLOGIA Y OBSTETRICIA";
2003006;9;"Esterilidad tubaria, operación plástica uni o bilateral con microcirugía";453940;"GINECOLOGIA Y OBSTETRICIA";
2003007;8;"Esterilidad tubaria, operación plástica uni o bilateral sin microcirugía";308210;"GINECOLOGIA Y OBSTETRICIA";
2003008;8;Miomectomía;261280;"GINECOLOGIA Y OBSTETRICIA";
2003041;8;"Extracción de DIU incrustado, por vía abdominal";261280;"GINECOLOGIA Y OBSTETRICIA";
2003009;8;"Histerectomía subtotal por vía abdominal";310260;"GINECOLOGIA Y OBSTETRICIA";
2003010;8;"Histerectomía total o ampliada por vía abdominal";556450;"GINECOLOGIA Y OBSTETRICIA";
2003011;8;"Ligamento ancho: abscesos y/o hematomas y/o flegmones y/o quistomas y/o várices u otros, trat. quir.";301340;"GINECOLOGIA Y OBSTETRICIA";
2003012;5;"Conización y/o amputación del cuello uterino, diagnóstica y/o terapéutica c/s biopsia";182550;"GINECOLOGIA Y OBSTETRICIA";
2003013;13;"Exanteración pelviana anterior y/o posterior";977350;"GINECOLOGIA Y OBSTETRICIA";
2003014;8;"Histerectomía por vía vaginal";466780;"GINECOLOGIA Y OBSTETRICIA";
2003015;10;"Histerectomía radical con disección pelviana completa de territorios ganglionares, incluye ganglios ";759680;"GINECOLOGIA Y OBSTETRICIA";
2003016;8;"Histerectomía total c/intervención incontinencia urinaria, cualquier técnica";597800;"GINECOLOGIA Y OBSTETRICIA";
2003017;8;Histeropexia;242070;"GINECOLOGIA Y OBSTETRICIA";
2003018;8;"Plastía uterina (operación de Strassmann o similares)";294440;"GINECOLOGIA Y OBSTETRICIA";
2003019;4;"Polipectomía (uno o más) (proc. aut.)";56900;"GINECOLOGIA Y OBSTETRICIA";
2003020;5;"Sinequia y/o estenosis cervical, trat. quir.";97360;"GINECOLOGIA Y OBSTETRICIA";
2003030;5;"Desgarro cervical trat. quir.";182550;"GINECOLOGIA Y OBSTETRICIA";
2003040;5;"Incompetencia cervical trat. quir.";157760;"GINECOLOGIA Y OBSTETRICIA";
2003021;5;Colpoceliotomía;97360;"GINECOLOGIA Y OBSTETRICIA";
2003022;6;"Incontinencia urinaria de esfuerzo, trat. quir. por vía vaginal (proc. aut.)";226550;"GINECOLOGIA Y OBSTETRICIA";
2003023;8;"Prolapso anterior y/o posterior con repar., incontinencia urinaria por vía extravaginal o combinada";370270;"GINECOLOGIA Y OBSTETRICIA";
2003024;7;"Prolapso anterior y/o posterior c/s trat. de incontinencia urinaria por vía vaginal, trat. quir.";243120;"GINECOLOGIA Y OBSTETRICIA";
2003025;5;"Quiste y/o desgarro y/o tabique vaginal, trat. quir.";97360;"GINECOLOGIA Y OBSTETRICIA";
2003026;4;"Bartolinitis, vaciamiento y drenaje (proc. aut.)";46580;"GINECOLOGIA Y OBSTETRICIA";
2003027;5;"Bartolinocistoneostomía o extirp. de la glándula";182550;"GINECOLOGIA Y OBSTETRICIA";
2003028;8;"Vulvectomía radical";556490;"GINECOLOGIA Y OBSTETRICIA";
2003029;6;"Vulvectomía simple";316150;"GINECOLOGIA Y OBSTETRICIA";
2003047;5;"Prueba de neuromodulación sacra básica: Evaluación periférica de raíces sacras";535540;"GINECOLOGIA Y OBSTETRICIA";
2003048;13;"Implante conjunto de neuroelectrodo sacro cuadripolar y generador de pulso implantable de neuromodul";862130;"GINECOLOGIA Y OBSTETRICIA";
2003049;13;"Prueba avanzada de neuromodulación sacra: Implante o revisión de neuroelectrodo sacro cuadripolar";862130;"GINECOLOGIA Y OBSTETRICIA";
2003050;5;"Implante de generador de pulso implantable de neuromodulación sacra";745690;"GINECOLOGIA Y OBSTETRICIA";
2003051;4;"Explante de neuroelectrodo sacro cuadripolar espiculado o revisión de bolsillo glúteo";862130;"GINECOLOGIA Y OBSTETRICIA";
2004001;4;"- Aborto retenido, vaciamiento de (incluye la inducción en los casos que corresponda)";148320;"GINECOLOGIA Y OBSTETRICIA";
2004002;4;#NAME?;142420;"GINECOLOGIA Y OBSTETRICIA";
2004007;2;"Aspiración manual endouterina (AMEU)";61570;"GINECOLOGIA Y OBSTETRICIA";
2004008;;"Tratamiento Farmacológico Ley IVE (incluye Consulta especialidad en Obstetricia y Ginecología y fárm";16280;"GINECOLOGIA Y OBSTETRICIA";
2004010;;"Honorario Matrona por la atención en preparto (desde ingreso a centro asistencial por trabajo de par";20660;"GINECOLOGIA Y OBSTETRICIA";
2004011;;"Honorario de Matrona por atención integral en control y manejo del trabajo de parto (periodo expulsi";54630;"GINECOLOGIA Y OBSTETRICIA";
2004012;;"Honorario Matrona por atención en post parto. (Incluye dos controles en puerperio)";32780;"GINECOLOGIA Y OBSTETRICIA";
2004006;7;"Cesárea c/s salpingoligadura o salpingectomía";188410;"GINECOLOGIA Y OBSTETRICIA";
2004005;8;"Cesárea con histerectomía";370270;"GINECOLOGIA Y OBSTETRICIA";
2004009;2;"Fototerapia a recién nacidos";1290;"GINECOLOGIA Y OBSTETRICIA";
2004103;6;"Parto normal";188400;"GINECOLOGIA Y OBSTETRICIA";
2004113;6;"Parto distócico vaginal";198220;"GINECOLOGIA Y OBSTETRICIA";
2004013;10;"Cirugía quiste o tumor benigno del ovario abierta, neonatal";339220;"GINECOLOGIA Y OBSTETRICIA";
2004014;12;"Cirugía quiste o tumor benigno del ovario laparoscópico, neonatal";440970;"GINECOLOGIA Y OBSTETRICIA";
2004015;10;"Tratamiento quirúrgico abierto del quiste paraovárico o del ligamento ancho, neonatal";339220;"GINECOLOGIA Y OBSTETRICIA";
2004016;12;"Tratamiento quirúrgico laparoscópico del quiste paraovárico o del ligamento ancho, laparoscópico, ne";440970;"GINECOLOGIA Y OBSTETRICIA";
2004017;5;"Tratamiento quirúrgico de himen imperforado, paciente pediátrico";100470;"GINECOLOGIA Y OBSTETRICIA";
2104001;3;"Artroscopía diagnóstica c/s biopsia, c/s sección de bridas, extracción de cuerpo extraño";191090;TRAUMATOLOGIA;
2104002;3;"Exostosis u osteocondroma, trat. quir.";189950;TRAUMATOLOGIA;
2104003;3;"Quistes sinoviales de vainas flexoras, bursas";155640;TRAUMATOLOGIA;
2104004;3;"Tracción halocraneana o estribo-craneana (proc. aut.)";49330;TRAUMATOLOGIA;
2104005;3;"Tracción halocráneo-femoral";155640;TRAUMATOLOGIA;
2104006;2;"Tracción transesquelética o de partes blandas en adultos o en niños (proc. aut.)";32940;TRAUMATOLOGIA;
2104007;4;"Artrodesis de codo o muñeca, c/u";201120;TRAUMATOLOGIA;ARTRODESIS
2104008;5;"Artrodesis de hombro, cadera,rodilla, tobillo o sacroilíaca, c/u";285730;TRAUMATOLOGIA;ARTRODESIS
2104009;4;"Artrodesis de mano o pie c/u";201120;TRAUMATOLOGIA;ARTRODESIS
2104010;6;"Tratamiento completo de fracturas expuestas de brazo, antebrazo, muslo y pierna, c/u";313190;TRAUMATOLOGIA;"FRACTURAS EXPUESTAS"
2104011;5;"Tratamiento completo de fracturas expuestas de mano o pie, c/u";213770;TRAUMATOLOGIA;"FRACTURAS EXPUESTAS"
2104012;5;"**Osteítis, raspado, c/s secuestrectomía";213740;TRAUMATOLOGIA;"INFECCIONES OSEAS"
2104013;6;"**Osteomielitis aguda hematógena, drenaje quirúrgico, c/s dispositivos de osteoclisis";229490;TRAUMATOLOGIA;"INFECCIONES OSEAS"
2104014;6;"Osteomielitis crónica huesos largos, legrado óseo, c/s osteosíntesis o aparato de yeso";229490;TRAUMATOLOGIA;"INFECCIONES OSEAS"
2104015;6;"Artrotomía hombro o cadera c/u";229490;TRAUMATOLOGIA;"INFECCIONES ARTICULARES"
2104016;5;"**Artrotomía de codo, muñeca, tobillo o temporomandibular, c/u";213740;TRAUMATOLOGIA;"INFECCIONES ARTICULARES"
2104017;6;"Pseudoartrosis infectada huesos largos, trat. quir. cualquier técnica, c/s dispositivo de osteoclisi";301420;TRAUMATOLOGIA;"INFECCIONES ARTICULARES"
2104018;11;"Autotrasplante óseo microquirúrgico";765200;TRAUMATOLOGIA;"INJERTOS OSEOS"
2104019;4;"Injerto esponjoso metafisiario";201120;TRAUMATOLOGIA;"INJERTOS OSEOS"
2104020;4;"Injertos esponjosos o córtico-esponjosos de cresta ilíaca";201120;TRAUMATOLOGIA;"INJERTOS OSEOS"
2104021;7;"**Transplante óseo (auto u homotrasplante)";453310;TRAUMATOLOGIA;"INJERTOS OSEOS"
2104022;7;"Lesiones quísticas con fractura patológica: legrado óseo, c/s relleno injerto esponjoso, c/s osteosí";323440;TRAUMATOLOGIA;"TUMORES O QUISTES O LESIONES P"
2104023;7;"Lesiones quísticas intraosea: legrado óseo, c/s relleno de injertos";251370;TRAUMATOLOGIA;"TUMORES O QUISTES O LESIONES P"
2104024;7;"Metástasis ósea c/s fractura patológica, legrado tumoral, relleno cemento quirúrgico y osteosíntesis";323440;TRAUMATOLOGIA;"TUMORES O QUISTES O LESIONES P"
2104025;7;"Tumor óseo, resección en bloque, c/s osteosíntesis y/o aparato inmovilización postoperatorio";323440;TRAUMATOLOGIA;"TUMORES O QUISTES O LESIONES P"
2104026;7;"Tumores o quistes o lesiones pseudoquísticas o musculares y/o tendíneas, trat. quir.";259690;TRAUMATOLOGIA;"TUMORES O QUISTES O LESIONES P"
2104027;7;"Tumores óseos: resección en bloque, epifisiaria c/artrodesis o diafisiaria";350990;TRAUMATOLOGIA;"TUMORES O QUISTES O LESIONES P"
2104028;11;"Tumores primarios o metastásicos vertebrales: corporectomía, reemplazo por cemento quir. o injerto ó";844000;TRAUMATOLOGIA;"TUMORES O QUISTES O LESIONES P"
2104029;5;"Sinovectomías quirúrgicas de codo o muñeca o metacarpofalángicas, c/u";179360;TRAUMATOLOGIA;"SINOVECTOMIAS QUIRURGICAS (pro"
2104030;6;"Sinovectomías quirúrgicas de rodilla o cadera u hombro, c/u";229480;TRAUMATOLOGIA;"SINOVECTOMIAS QUIRURGICAS (pro"
2104031;9;"Epineurorrafia microquirúrgica con magnificación cualquier tronco nervioso (con excepción nervios di";396440;TRAUMATOLOGIA;"NEUROLISIS - NEURORRAFIAS - NE"
2104033;3;"Biopsia ósea por punción";42270;TRAUMATOLOGIA;"BIOPSIA SINOVIAL, ÓSEA O MUSCU"
2104034;5;"Biopsia ósea quirúrgica";179360;TRAUMATOLOGIA;"BIOPSIA SINOVIAL, ÓSEA O MUSCU"
2104035;2;"Biopsia sinovial o muscular por punción";40010;TRAUMATOLOGIA;"BIOPSIA SINOVIAL, ÓSEA O MUSCU"
2104036;4;"Biopsia sinovial o muscular quirúrgica";60620;TRAUMATOLOGIA;"BIOPSIA SINOVIAL, ÓSEA O MUSCU"
2104037;4;"Biopsia vertebral por punción";81800;TRAUMATOLOGIA;"BIOPSIA SINOVIAL, ÓSEA O MUSCU"
2104232;8;"Punción discal diagnóstica o terapéutica";175410;TRAUMATOLOGIA;"BIOPSIA SINOVIAL, ÓSEA O MUSCU"
2104233;8;"Biopsia vertebral abierta";245580;TRAUMATOLOGIA;"BIOPSIA SINOVIAL, ÓSEA O MUSCU"
2104038;4;"Regularización de Muñón de Amputación";201120;TRAUMATOLOGIA;OTROS
2104039;5;"Osteocondrosis o epifisitis, trat. quir.";213740;TRAUMATOLOGIA;OTROS
2104040;11;"Amputación interescápulo-torácica";607720;TRAUMATOLOGIA;HOMBRO
2104041;10;"Desarticulación escápulo-humeral";423520;TRAUMATOLOGIA;HOMBRO
2104042;10;"Endoprótesis total de hombro,(cualquier técnica)";435340;TRAUMATOLOGIA;HOMBRO
2104044;7;"Fractura cuello humeral, trat. quir.";323440;TRAUMATOLOGIA;HOMBRO
2104045;5;"Fractura de clavícula, osteosíntesis";179440;TRAUMATOLOGIA;HOMBRO
2104046;6;"Fractura escápula, osteosíntesis";229480;TRAUMATOLOGIA;HOMBRO
2104047;7;"Luxación acromio-clavicular o esterno-clavicular, reducción o plastía cápsuloligamentosa y osteosínt";251370;TRAUMATOLOGIA;HOMBRO
2104048;6;"Luxación recidivante de hombro, trat. quir.";301420;TRAUMATOLOGIA;HOMBRO
2104049;5;"Luxación traumática de hombro, reducción cruenta";213740;TRAUMATOLOGIA;HOMBRO
2104050;7;"Luxofractura, reducción y osteosíntesis hombro";323440;TRAUMATOLOGIA;HOMBRO
2104051;7;"Ruptura manguito rotadores, trat. quir. c/s acromiectomía";323440;TRAUMATOLOGIA;HOMBRO
2104052;6;"Transposiciones musculares";229480;TRAUMATOLOGIA;HOMBRO
2104053;7;"Amputación brazo";259690;TRAUMATOLOGIA;HUMERO
2104054;6;"Fractura supracondílea niño; tracción esquelética, c/s osteosíntesis y aparato de yeso";237670;TRAUMATOLOGIA;HUMERO
2104055;6;"Osteosíntesis diafisiaria de húmero (cualquier técnica)";229480;TRAUMATOLOGIA;HUMERO
2104056;6;"Osteosíntesis supra o intercondílea (cualquier técnica)";237670;TRAUMATOLOGIA;HUMERO
2104057;6;"Osteotomía húmero (cualquier técnica)";229480;TRAUMATOLOGIA;HUMERO
2104058;6;"Pseudoartrosis c/s osteosíntesis c/s yeso húmero";229480;TRAUMATOLOGIA;HUMERO
2104059;7;"Artroplastía con fascia codo";259680;TRAUMATOLOGIA;CODO
2104060;6;"Cúpula radial, resección";229420;TRAUMATOLOGIA;CODO
2104061;7;"Cúpula radial, (resección con implante de prótesis) artroplastía";251370;TRAUMATOLOGIA;CODO
2104062;10;"Endoprótesis total de codo, (cualquier técnica)";435340;TRAUMATOLOGIA;CODO
2104063;6;"Epicondilitis, trat. quir. (cualquier técnica)";237660;TRAUMATOLOGIA;CODO
2104064;5;"Luxación de codo, reducción cruenta";213770;TRAUMATOLOGIA;CODO
2104065;6;"Luxofractura de codo, reducción cruenta c/s resección cúpula radial";229490;TRAUMATOLOGIA;CODO
2104066;6;"Osteosíntesis epitroclea-epicóndilo (cualquier técnica)";229480;TRAUMATOLOGIA;CODO
2104067;6;"Osteosíntesis olécranon u osteosíntesis de cúpula radial (proc. aut.) (cualquier técnica)";229480;TRAUMATOLOGIA;CODO
2104068;7;"Traslocación nervio cubital (proc. aut.)";288060;TRAUMATOLOGIA;CODO
2104069;7;"Operación de salvataje radio-procúbito";259690;TRAUMATOLOGIA;ANTEBRAZO
2104070;7;"Amputación antebrazo";259690;TRAUMATOLOGIA;ANTEBRAZO
2104071;6;"Extirpación metáfisis distal del cúbito y artrodesis radiocubital inferior";229480;TRAUMATOLOGIA;ANTEBRAZO
2104072;6;"Luxofracturas (Monteggia-Galeazzi), reducc. y osteosíntesis";229480;TRAUMATOLOGIA;ANTEBRAZO
2104073;6;"Osteosíntesis, fract.cerrada cúbito y/o radio (cualq. tecn.)";229480;TRAUMATOLOGIA;ANTEBRAZO
2104074;6;"Osteotomía uno o ambos huesos, c/s osteosíntesis c/s yeso o trat. quir. Enf. de Kienbock";229480;TRAUMATOLOGIA;ANTEBRAZO
2104075;6;"Pseudoartrosis cúbito y/o radio c/s osteosíntesis c/s yeso";229480;TRAUMATOLOGIA;ANTEBRAZO
2104076;6;"Sinostosis radio-cubital, trat. quir., c/s injerto";237670;TRAUMATOLOGIA;ANTEBRAZO
2104077;6;"Trasplantes músculo-tendinosos antebrazo";301420;TRAUMATOLOGIA;ANTEBRAZO
2104078;6;"Contractura isquem. de Volkmann: descenso muscular, neurolisis";301420;TRAUMATOLOGIA;MUÑECA
2104079;10;"Endoprótesis total de muñeca, (cualquier técnica)";435340;TRAUMATOLOGIA;MUÑECA
