[2025-10-29 12:19:19] L2 codF:'0101001'->101001 | valor:'7.290'->7290
[2025-10-29 12:19:19] L949 codF:'0903008'->903008 | valor:'427.120'->427120
[2025-10-29 12:19:19] L950 codF:'0908101'->908101 | valor:'13.800'->13800
[2025-10-29 12:19:19] L951 codF:'0908102'->908102 | valor:'15.070'->15070
[2025-10-29 12:19:19] L952 codF:'0908103'->908103 | valor:'14.750'->14750
[2025-10-29 12:19:19] L953 valor:'20.850'->20850
[2025-10-29 12:19:19] L954 atencion:>100 -> trunc | valor:'16.680'->16680
[2025-10-29 12:19:19] L955 atencion:Normalizada | atencion:>100 -> trunc | valor:'565.430'->565430
[2025-10-29 12:19:19] L956 atencion:Normalizada | atencion:>100 -> trunc | valor:'12.691.390'->12691390
[2025-10-29 12:19:19] L957 valor:'325.790'->325790
[2025-10-29 12:19:19] L958 atencion:Normalizada | valor:'1.485.600'->1485600
[2025-10-29 12:19:19] L959 atencion:Normalizada | valor:'13.290'->13290
[2025-10-29 12:19:19] L960 valor:'12.560'->12560
[2025-10-29 12:19:19] L961 valor:'8.840'->8840
[2025-10-29 12:19:19] L962 valor:'13.290'->13290
[2025-10-29 12:19:19] L963 valor:'24.960'->24960
[2025-10-29 12:19:19] L964 valor:'27.590'->27590
[2025-10-29 12:19:19] L965 valor:'37.150'->37150
[2025-10-29 12:19:19] L966 valor:'16.760'->16760
[2025-10-29 12:19:19] L967 valor:'28.250'->28250
[2025-10-29 12:19:19] L968 valor:'29.530'->29530
[2025-10-29 12:19:19] L969 atencion:>100 -> trunc | valor:'25.470'->25470
[2025-10-29 12:19:19] L970 atencion:>100 -> trunc | valor:'38.170'->38170
[2025-10-29 12:19:19] L971 atencion:>100 -> trunc | valor:'41.350'->41350
[2025-10-29 12:19:19] L972 valor:'49.730'->49730
[2025-10-29 12:19:19] L973 valor:'140.190'->140190
[2025-10-29 12:19:19] L974 valor:'150.990'->150990
[2025-10-29 12:19:19] L975 valor:'140.430'->140430
[2025-10-29 12:19:19] L976 valor:'161.570'->161570
[2025-10-29 12:19:19] L977 valor:'25.050'->25050
[2025-10-29 12:19:19] L978 atencion:Normalizada | atencion:>100 -> trunc | valor:'15.340'->15340
[2025-10-29 12:19:19] L979 valor:'16.240'->16240
[2025-10-29 12:19:19] L980 valor:'12.560'->12560
[2025-10-29 12:19:19] L981 valor:'32.580'->32580
[2025-10-29 12:19:19] L982 valor:'13.280'->13280
[2025-10-29 12:19:19] L983 valor:'17.640'->17640
[2025-10-29 12:19:19] L984 valor:'9.330'->9330
[2025-10-29 12:19:19] L985 valor:'9.330'->9330
[2025-10-29 12:19:19] L986 valor:'14.060'->14060
[2025-10-29 12:19:19] L987 valor:'13.280'->13280
[2025-10-29 12:19:19] L988 valor:'26.530'->26530
[2025-10-29 12:19:19] L989 valor:'9.330'->9330
[2025-10-29 12:19:19] L990 valor:'12.890'->12890
[2025-10-29 12:19:19] L991 valor:'22.270'->22270
[2025-10-29 12:19:19] L992 valor:'18.140'->18140
[2025-10-29 12:19:19] L993 valor:'210.620'->210620
[2025-10-29 12:19:19] L994 valor:'210.620'->210620
[2025-10-29 12:19:19] L995 valor:'262.800'->262800
[2025-10-29 12:19:19] L996 valor:'504.080'->504080
[2025-10-29 12:19:19] L997 valor:'286.540'->286540
[2025-10-29 12:19:19] L998 valor:'286.930'->286930
[2025-10-29 12:19:19] L999 valor:'263.190'->263190
[2025-10-29 12:19:19] L1000 valor:'322.920'->322920
[2025-10-29 12:19:19] L1001 valor:'442.850'->442850
[2025-10-29 12:19:19] L1002 valor:'526.190'->526190
[2025-10-29 12:19:19] L1003 valor:'807.890'->807890
[2025-10-29 12:19:19] L1004 valor:'869.060'->869060
[2025-10-29 12:19:19] L1005 valor:'390.300'->390300
[2025-10-29 12:19:19] L1006 valor:'575.360'->575360
[2025-10-29 12:19:19] L1007 valor:'491.460'->491460
[2025-10-29 12:19:19] L1008 valor:'548.850'->548850
[2025-10-29 12:19:19] L1009 valor:'491.460'->491460
[2025-10-29 12:19:19] L1010 valor:'550.630'->550630
[2025-10-29 12:19:19] L1011 atencion:>100 -> trunc | valor:'263.190'->263190
[2025-10-29 12:19:19] L1012 valor:'686.540'->686540
[2025-10-29 12:19:19] L1013 atencion:Normalizada | atencion:>100 -> trunc | valor:'434.350'->434350
[2025-10-29 12:19:19] L1014 valor:'346.600'->346600
[2025-10-29 12:19:19] L1015 valor:'613.440'->613440
[2025-10-29 12:19:19] L1016 valor:'578.970'->578970
[2025-10-29 12:19:19] L1017 valor:'1.187.170'->1187170
[2025-10-29 12:19:19] L1018 valor:'1.187.170'->1187170
[2025-10-29 12:19:19] L1019 valor:'1.187.170'->1187170
[2025-10-29 12:19:19] L1020 valor:'1.284.390'->1284390
[2025-10-29 12:19:19] L1021 valor:'453.450'->453450
[2025-10-29 12:19:19] L1022 valor:'616.900'->616900
[2025-10-29 12:19:19] L1023 valor:'491.460'->491460
[2025-10-29 12:19:19] L1024 atencion:>100 -> trunc | valor:'920.970'->920970
[2025-10-29 12:19:19] L1025 valor:'406.810'->406810
[2025-10-29 12:19:19] L1026 valor:'983.890'->983890
[2025-10-29 12:19:19] L1027 valor:'211.010'->211010
[2025-10-29 12:19:19] L1028 valor:'381.110'->381110
[2025-10-29 12:19:19] L1029 valor:'448.000'->448000
[2025-10-29 12:19:19] L1030 atencion:>100 -> trunc | valor:'620.410'->620410
[2025-10-29 12:19:19] L1031 valor:'871.480'->871480
[2025-10-29 12:19:19] L1032 valor:'694.870'->694870
[2025-10-29 12:19:19] L1033 valor:'250.680'->250680
[2025-10-29 12:19:19] L1034 valor:'305.170'->305170
[2025-10-29 12:19:19] L1035 valor:'620.410'->620410
[2025-10-29 12:19:19] L1036 valor:'675.570'->675570
[2025-10-29 12:19:19] L1037 atencion:>100 -> trunc | valor:'804.890'->804890
[2025-10-29 12:19:19] L1038 valor:'585.860'->585860
[2025-10-29 12:19:19] L1039 valor:'406.740'->406740
[2025-10-29 12:19:19] L1040 valor:'410.260'->410260
[2025-10-29 12:19:19] L1041 atencion:>100 -> trunc | valor:'871.480'->871480
[2025-10-29 12:19:19] L1042 valor:'250.680'->250680
[2025-10-29 12:19:19] L1043 atencion:>100 -> trunc | valor:'749.050'->749050
[2025-10-29 12:19:19] L1044 valor:'575.770'->575770
[2025-10-29 12:19:19] L1045 valor:'566.520'->566520
[2025-10-29 12:19:19] L1046 valor:'447.030'->447030
[2025-10-29 12:19:19] L1047 valor:'491.460'->491460
[2025-10-29 12:19:19] L1048 valor:'632.730'->632730
[2025-10-29 12:19:19] L1049 valor:'718.230'->718230
[2025-10-29 12:19:19] L1050 valor:'317.590'->317590
[2025-10-29 12:19:19] L1051 valor:'522.870'->522870
[2025-10-29 12:19:19] L1052 valor:'410.490'->410490
[2025-10-29 12:19:19] L1053 valor:'857.460'->857460
[2025-10-29 12:19:19] L1054 valor:'869.320'->869320
[2025-10-29 12:19:19] L1055 valor:'535.370'->535370
[2025-10-29 12:19:19] L1056 valor:'619.400'->619400
[2025-10-29 12:19:19] L1057 valor:'825.430'->825430
[2025-10-29 12:19:19] L1058 valor:'742.880'->742880
[2025-10-29 12:19:19] L1059 valor:'811.220'->811220
[2025-10-29 12:19:19] L1060 valor:'856.280'->856280
[2025-10-29 12:19:19] L1061 valor:'901.340'->901340
[2025-10-29 12:19:19] L1062 valor:'218.330'->218330
[2025-10-29 12:19:19] L1063 valor:'601.710'->601710
[2025-10-29 12:19:19] L1064 valor:'374.180'->374180
[2025-10-29 12:19:19] L1065 valor:'291.630'->291630
[2025-10-29 12:19:19] L1066 valor:'205.270'->205270
[2025-10-29 12:19:19] L1067 valor:'374.180'->374180
[2025-10-29 12:19:19] L1068 valor:'201.730'->201730
[2025-10-29 12:19:19] L1069 valor:'282.630'->282630
[2025-10-29 12:19:19] L1070 valor:'414.360'->414360
[2025-10-29 12:19:19] L1071 atencion:>100 -> trunc | valor:'218.330'->218330
[2025-10-29 12:19:19] L1072 valor:'243.120'->243120
[2025-10-29 12:19:19] L1073 valor:'265.250'->265250
[2025-10-29 12:19:19] L1074 valor:'868.590'->868590
[2025-10-29 12:19:19] L1075 atencion:Normalizada | atencion:>100 -> trunc | valor:'218.330'->218330
[2025-10-29 12:19:19] L1076 valor:'58.110'->58110
[2025-10-29 12:19:19] L1077 valor:'6.020'->6020
[2025-10-29 12:19:19] L1078 valor:'17.050'->17050
[2025-10-29 12:19:19] L1079 valor:'3.270'->3270
[2025-10-29 12:19:19] L1080 valor:'2.250'->2250
[2025-10-29 12:19:19] L1081 valor:'5.610'->5610
[2025-10-29 12:19:19] L1082 valor:'3.270'->3270
[2025-10-29 12:19:19] L1083 valor:'14.840'->14840
[2025-10-29 12:19:19] L1084 valor:'14.840'->14840
[2025-10-29 12:19:19] L1085 valor:'11.110'->11110
[2025-10-29 12:19:19] L1086 valor:'12.980'->12980
[2025-10-29 12:19:19] L1087 valor:'11.110'->11110
[2025-10-29 12:19:19] L1088 valor:'6.970'->6970
[2025-10-29 12:19:19] L1089 valor:'8.350'->8350
[2025-10-29 12:19:19] L1090 valor:'1.890'->1890
[2025-10-29 12:19:19] L1091 valor:'4.200'->4200
[2025-10-29 12:19:19] L1092 valor:'12.520'->12520
[2025-10-29 12:19:19] L1093 valor:'14.590'->14590
[2025-10-29 12:19:19] L1094 valor:'3.680'->3680
[2025-10-29 12:19:19] L1095 valor:'11.340'->11340
[2025-10-29 12:19:19] L1096 valor:'6.770'->6770
[2025-10-29 12:19:19] L1097 valor:'23.290'->23290
[2025-10-29 12:19:19] L1098 valor:'14.840'->14840
[2025-10-29 12:19:19] L1099 valor:'16.760'->16760
[2025-10-29 12:19:19] L1100 valor:'27.590'->27590
[2025-10-29 12:19:19] L1101 valor:'8.820'->8820
[2025-10-29 12:19:19] L1102 valor:'13.280'->13280
[2025-10-29 12:19:19] L1103 valor:'13.280'->13280
[2025-10-29 12:19:19] L1104 valor:'22.070'->22070
[2025-10-29 12:19:19] L1105 valor:'17.590'->17590
[2025-10-29 12:19:19] L1106 valor:'6.320'->6320
[2025-10-29 12:19:19] L1107 valor:'13.280'->13280
[2025-10-29 12:19:19] L1108 valor:'14.740'->14740
[2025-10-29 12:19:19] L1109 valor:'49.090'->49090
[2025-10-29 12:19:19] L1110 valor:'8.820'->8820
[2025-10-29 12:19:19] L1111 valor:'14.740'->14740
[2025-10-29 12:19:19] L1112 valor:'13.280'->13280
[2025-10-29 12:19:19] L1113 valor:'99.010'->99010
[2025-10-29 12:19:19] L1114 valor:'27.930'->27930
[2025-10-29 12:19:19] L1115 valor:'46.460'->46460
[2025-10-29 12:19:19] L1116 valor:'41.420'->41420
[2025-10-29 12:19:19] L1117 valor:'96.490'->96490
[2025-10-29 12:19:19] L1118 valor:'21.910'->21910
[2025-10-29 12:19:19] L1119 valor:'127.870'->127870
[2025-10-29 12:19:19] L1120 valor:'57.750'->57750
[2025-10-29 12:19:19] L1121 valor:'183.250'->183250
[2025-10-29 12:19:19] L1122 valor:'180.440'->180440
[2025-10-29 12:19:19] L1123 atencion:Normalizada | valor:'145.730'->145730
[2025-10-29 12:19:19] L1124 valor:'21.910'->21910
[2025-10-29 12:19:19] L1125 valor:'30.200'->30200
[2025-10-29 12:19:19] L1126 valor:'56.510'->56510
[2025-10-29 12:19:19] L1127 valor:'116.050'->116050
[2025-10-29 12:19:19] L1128 valor:'34.510'->34510
[2025-10-29 12:19:19] L1129 valor:'45.470'->45470
[2025-10-29 12:19:19] L1130 valor:'37.360'->37360
[2025-10-29 12:19:19] L1131 valor:'121.880'->121880
[2025-10-29 12:19:19] L1132 valor:'73.660'->73660
[2025-10-29 12:19:19] L1133 valor:'73.660'->73660
[2025-10-29 12:19:19] L1134 valor:'73.660'->73660
[2025-10-29 12:19:19] L1135 valor:'117.380'->117380
[2025-10-29 12:19:19] L1136 valor:'38.190'->38190
[2025-10-29 12:19:19] L1137 valor:'104.280'->104280
[2025-10-29 12:19:19] L1138 valor:'31.260'->31260
[2025-10-29 12:19:19] L1139 valor:'44.080'->44080
[2025-10-29 12:19:19] L1140 valor:'137.740'->137740
[2025-10-29 12:19:19] L1141 valor:'63.380'->63380
[2025-10-29 12:19:19] L1142 valor:'72.800'->72800
[2025-10-29 12:19:19] L1143 valor:'71.670'->71670
[2025-10-29 12:19:19] L1144 valor:'44.240'->44240
[2025-10-29 12:19:19] L1145 valor:'42.190'->42190
[2025-10-29 12:19:19] L1146 valor:'188.150'->188150
[2025-10-29 12:19:19] L1147 valor:'209.610'->209610
[2025-10-29 12:19:19] L1148 valor:'393.760'->393760
[2025-10-29 12:19:19] L1149 valor:'90.660'->90660
[2025-10-29 12:19:19] L1150 valor:'133.630'->133630
[2025-10-29 12:19:19] L1151 valor:'124.730'->124730
[2025-10-29 12:19:19] L1152 valor:'67.600'->67600
[2025-10-29 12:19:19] L1153 valor:'157.530'->157530
[2025-10-29 12:19:19] L1154 valor:'213.680'->213680
[2025-10-29 12:19:19] L1155 valor:'220.750'->220750
[2025-10-29 12:19:19] L1156 valor:'157.530'->157530
[2025-10-29 12:19:19] L1157 valor:'80.630'->80630
[2025-10-29 12:19:19] L1158 valor:'388.340'->388340
[2025-10-29 12:19:19] L1159 valor:'114.730'->114730
[2025-10-29 12:19:19] L1160 valor:'49.560'->49560
[2025-10-29 12:19:19] L1161 valor:'32.780'->32780
[2025-10-29 12:19:19] L1162 valor:'233.400'->233400
[2025-10-29 12:19:19] L1163 valor:'118.990'->118990
[2025-10-29 12:19:19] L1164 valor:'129.030'->129030
[2025-10-29 12:19:19] L1165 valor:'270.750'->270750
[2025-10-29 12:19:19] L1166 valor:'310.890'->310890
[2025-10-29 12:19:19] L1167 valor:'143.700'->143700
[2025-10-29 12:19:19] L1168 valor:'143.700'->143700
[2025-10-29 12:19:19] L1169 valor:'82.460'->82460
[2025-10-29 12:19:19] L1170 atencion:>100 -> trunc | valor:'445.590'->445590
[2025-10-29 12:19:19] L1171 atencion:>100 -> trunc | valor:'607.020'->607020
[2025-10-29 12:19:19] L1172 valor:'1.332.250'->1332250
[2025-10-29 12:19:19] L1173 valor:'104.280'->104280
[2025-10-29 12:19:19] L1174 valor:'188.950'->188950
[2025-10-29 12:19:19] L1175 valor:'128.130'->128130
[2025-10-29 12:19:19] L1176 atencion:Normalizada | atencion:>100 -> trunc | valor:'114.320'->114320
[2025-10-29 12:19:19] L1177 valor:'256.530'->256530
[2025-10-29 12:19:19] L1178 valor:'104.280'->104280
[2025-10-29 12:19:19] L1179 atencion:>100 -> trunc | valor:'141.200'->141200
[2025-10-29 12:19:19] L1180 valor:'426.360'->426360
[2025-10-29 12:19:19] L1181 valor:'381.510'->381510
[2025-10-29 12:19:19] L1182 valor:'254.520'->254520
[2025-10-29 12:19:19] L1183 valor:'206.510'->206510
[2025-10-29 12:19:19] L1184 valor:'108.390'->108390
[2025-10-29 12:19:19] L1185 valor:'199.120'->199120
[2025-10-29 12:19:19] L1186 valor:'611.810'->611810
[2025-10-29 12:19:19] L1187 valor:'773.230'->773230
[2025-10-29 12:19:19] L1188 valor:'354.040'->354040
[2025-10-29 12:19:19] L1189 valor:'100.020'->100020
[2025-10-29 12:19:19] L1190 valor:'213.680'->213680
[2025-10-29 12:19:19] L1191 valor:'641.190'->641190
[2025-10-29 12:19:19] L1192 atencion:Normalizada | atencion:>100 -> trunc | valor:'200.250'->200250
[2025-10-29 12:19:19] L1193 valor:'224.110'->224110
[2025-10-29 12:19:19] L1194 valor:'224.110'->224110
[2025-10-29 12:19:19] L1195 valor:'224.110'->224110
[2025-10-29 12:19:19] L1196 valor:'205.360'->205360
[2025-10-29 12:19:19] L1197 valor:'4.200'->4200
[2025-10-29 12:19:19] L1198 valor:'44.490'->44490
[2025-10-29 12:19:19] L1199 valor:'7.710'->7710
[2025-10-29 12:19:19] L1200 valor:'16.760'->16760
[2025-10-29 12:19:19] L1201 valor:'8.820'->8820
[2025-10-29 12:19:19] L1202 valor:'20.870'->20870
[2025-10-29 12:19:19] L1203 valor:'17.730'->17730
[2025-10-29 12:19:19] L1204 valor:'8.350'->8350
[2025-10-29 12:19:19] L1205 valor:'9.770'->9770
[2025-10-29 12:19:19] L1206 valor:'6.220'->6220
[2025-10-29 12:19:19] L1207 valor:'4.680'->4680
[2025-10-29 12:19:19] L1208 valor:'15.790'->15790
[2025-10-29 12:19:19] L1209 valor:'16.760'->16760
[2025-10-29 12:19:19] L1210 valor:'6.020'->6020
[2025-10-29 12:19:19] L1211 valor:'4.200'->4200
[2025-10-29 12:19:19] L1212 valor:'4.200'->4200
[2025-10-29 12:19:19] L1213 valor:'16.760'->16760
[2025-10-29 12:19:19] L1214 valor:'18.530'->18530
[2025-10-29 12:19:19] L1215 valor:'16.850'->16850
[2025-10-29 12:19:19] L1216 valor:'6.020'->6020
[2025-10-29 12:19:19] L1217 valor:'10.860'->10860
[2025-10-29 12:19:19] L1218 valor:'13.150'->13150
[2025-10-29 12:19:19] L1219 atencion:>100 -> trunc | valor:'6.600'->6600
[2025-10-29 12:19:19] L1220 valor:'4.550'->4550
[2025-10-29 12:19:19] L1221 valor:'13.280'->13280
[2025-10-29 12:19:19] L1222 valor:'26.220'->26220
[2025-10-29 12:19:19] L1223 valor:'13.280'->13280
[2025-10-29 12:19:19] L1224 valor:'6.320'->6320
[2025-10-29 12:19:19] L1225 valor:'14.060'->14060
[2025-10-29 12:19:19] L1226 atencion:>100 -> trunc | valor:'25.670'->25670
[2025-10-29 12:19:19] L1227 atencion:>100 -> trunc | valor:'29.980'->29980
[2025-10-29 12:19:19] L1228 valor:'6.500'->6500
[2025-10-29 12:19:19] L1229 valor:'26.530'->26530
[2025-10-29 12:19:19] L1230 valor:'26.530'->26530
[2025-10-29 12:19:19] L1231 valor:'4.420'->4420
[2025-10-29 12:19:19] L1232 valor:'4.420'->4420
[2025-10-29 12:19:19] L1233 valor:'4.420'->4420
[2025-10-29 12:19:19] L1234 valor:'13.280'->13280
[2025-10-29 12:19:19] L1235 valor:'13.280'->13280
[2025-10-29 12:19:19] L1236 valor:'61.800'->61800
[2025-10-29 12:19:19] L1237 valor:'10.220'->10220
[2025-10-29 12:19:19] L1238 valor:'18.150'->18150
[2025-10-29 12:19:19] L1239 valor:'18.570'->18570
[2025-10-29 12:19:19] L1240 valor:'47.700'->47700
[2025-10-29 12:19:19] L1241 valor:'173.000'->173000
[2025-10-29 12:19:19] L1242 valor:'35.250'->35250
[2025-10-29 12:19:19] L1243 valor:'180.380'->180380
[2025-10-29 12:19:19] L1244 valor:'345.580'->345580
[2025-10-29 12:19:19] L1245 valor:'253.420'->253420
[2025-10-29 12:19:19] L1246 valor:'270.700'->270700
[2025-10-29 12:19:19] L1247 valor:'139.770'->139770
[2025-10-29 12:19:19] L1248 valor:'243.120'->243120
[2025-10-29 12:19:19] L1249 valor:'326.180'->326180
[2025-10-29 12:19:19] L1250 valor:'243.120'->243120
[2025-10-29 12:19:19] L1251 valor:'228.440'->228440
[2025-10-29 12:19:19] L1252 valor:'331.230'->331230
[2025-10-29 12:19:19] L1253 valor:'224.300'->224300
[2025-10-29 12:19:19] L1254 valor:'223.420'->223420
[2025-10-29 12:19:19] L1255 valor:'323.940'->323940
[2025-10-29 12:19:19] L1256 valor:'319.000'->319000
[2025-10-29 12:19:19] L1257 valor:'414.710'->414710
[2025-10-29 12:19:19] L1258 valor:'539.120'->539120
[2025-10-29 12:19:19] L1259 valor:'342.400'->342400
[2025-10-29 12:19:19] L1260 valor:'479.350'->479350
[2025-10-29 12:19:19] L1261 valor:'376.620'->376620
[2025-10-29 12:19:19] L1262 valor:'357.540'->357540
[2025-10-29 12:19:19] L1263 valor:'259.310'->259310
[2025-10-29 12:19:19] L1264 valor:'259.310'->259310
[2025-10-29 12:19:19] L1265 valor:'414.820'->414820
[2025-10-29 12:19:19] L1266 valor:'302.460'->302460
[2025-10-29 12:19:19] L1267 valor:'229.330'->229330
[2025-10-29 12:19:19] L1268 valor:'218.330'->218330
[2025-10-29 12:19:19] L1269 atencion:>100 -> trunc | valor:'270.700'->270700
[2025-10-29 12:19:19] L1270 valor:'302.460'->302460
[2025-10-29 12:19:19] L1271 valor:'243.120'->243120
[2025-10-29 12:19:19] L1272 valor:'397.840'->397840
[2025-10-29 12:19:19] L1273 valor:'645.830'->645830
[2025-10-29 12:19:19] L1274 valor:'226.550'->226550
[2025-10-29 12:19:19] L1275 valor:'360.320'->360320
[2025-10-29 12:19:19] L1276 valor:'27.850'->27850
[2025-10-29 12:19:19] L1277 valor:'18.570'->18570
[2025-10-29 12:19:19] L1278 valor:'25.490'->25490
[2025-10-29 12:19:19] L1279 valor:'37.960'->37960
[2025-10-29 12:19:19] L1280 valor:'40.350'->40350
[2025-10-29 12:19:19] L1281 valor:'18.570'->18570
[2025-10-29 12:19:19] L1282 valor:'157.790'->157790
[2025-10-29 12:19:19] L1283 valor:'176.870'->176870
[2025-10-29 12:19:19] L1284 valor:'25.490'->25490
[2025-10-29 12:19:19] L1285 atencion:Normalizada | valor:'25.490'->25490
[2025-10-29 12:19:19] L1286 valor:'218.330'->218330
[2025-10-29 12:19:19] L1287 atencion:Normalizada | valor:'194.460'->194460
[2025-10-29 12:19:19] L1288 valor:'433.210'->433210
[2025-10-29 12:19:19] L1289 valor:'308.210'->308210
[2025-10-29 12:19:19] L1290 valor:'426.270'->426270
[2025-10-29 12:19:19] L1291 valor:'447.010'->447010
[2025-10-29 12:19:19] L1292 valor:'36.790'->36790
[2025-10-29 12:19:19] L1293 valor:'173.000'->173000
[2025-10-29 12:19:19] L1294 valor:'201.730'->201730
[2025-10-29 12:19:19] L1295 valor:'148.320'->148320
[2025-10-29 12:19:19] L1296 valor:'50.060'->50060
[2025-10-29 12:19:19] L1297 valor:'189.860'->189860
[2025-10-29 12:19:19] L1298 valor:'218.330'->218330
[2025-10-29 12:19:19] L1299 valor:'429.440'->429440
[2025-10-29 12:19:19] L1300 atencion:Normalizada | atencion:>100 -> trunc | valor:'182.550'->182550
[2025-10-29 12:19:19] L1301 valor:'34.750'->34750
[2025-10-29 12:19:19] L1302 valor:'226.550'->226550
[2025-10-29 12:19:19] L1303 valor:'148.320'->148320
[2025-10-29 12:19:19] L1304 valor:'43.060'->43060
[2025-10-29 12:19:19] L1305 valor:'157.790'->157790
[2025-10-29 12:19:19] L1306 valor:'205.810'->205810
[2025-10-29 12:19:19] L1307 valor:'233.360'->233360
[2025-10-29 12:19:19] L1308 valor:'226.550'->226550
[2025-10-29 12:19:19] L1309 valor:'189.860'->189860
[2025-10-29 12:19:19] L1310 valor:'201.730'->201730
[2025-10-29 12:19:19] L1311 valor:'27.850'->27850
[2025-10-29 12:19:19] L1312 valor:'189.860'->189860
[2025-10-29 12:19:19] L1313 valor:'157.790'->157790
[2025-10-29 12:19:19] L1314 valor:'342.350'->342350
[2025-10-29 12:19:19] L1315 atencion:>100 -> trunc | valor:'296.800'->296800
[2025-10-29 12:19:19] L1316 atencion:>100 -> trunc | valor:'319.000'->319000
[2025-10-29 12:19:19] L1317 atencion:>100 -> trunc | valor:'251.460'->251460
[2025-10-29 12:19:19] L1318 valor:'241.400'->241400
[2025-10-29 12:19:19] L1319 valor:'414.820'->414820
[2025-10-29 12:19:19] L1320 valor:'185.190'->185190
[2025-10-29 12:19:19] L1321 valor:'222.220'->222220
[2025-10-29 12:19:19] L1322 valor:'240.740'->240740
[2025-10-29 12:19:19] L1323 valor:'137.560'->137560
[2025-10-29 12:19:19] L1324 valor:'148.320'->148320
[2025-10-29 12:19:19] L1325 valor:'201.730'->201730
[2025-10-29 12:19:19] L1326 valor:'295.920'->295920
[2025-10-29 12:19:19] L1327 valor:'176.880'->176880
[2025-10-29 12:19:19] L1328 atencion:>100 -> trunc | valor:'295.920'->295920
[2025-10-29 12:19:19] L1329 valor:'197.270'->197270
[2025-10-29 12:19:19] L1330 valor:'146.990'->146990
[2025-10-29 12:19:19] L1331 valor:'146.990'->146990
[2025-10-29 12:19:19] L1332 valor:'189.860'->189860
[2025-10-29 12:19:19] L1333 atencion:>100 -> trunc | valor:'365.590'->365590
[2025-10-29 12:19:19] L1334 valor:'404.780'->404780
[2025-10-29 12:19:19] L1335 valor:'969.030'->969030
[2025-10-29 12:19:19] L1336 valor:'546.630'->546630
[2025-10-29 12:19:19] L1337 valor:'825.710'->825710
[2025-10-29 12:19:19] L1338 valor:'251.060'->251060
[2025-10-29 12:19:19] L1339 valor:'182.550'->182550
[2025-10-29 12:19:19] L1340 valor:'57.570'->57570
[2025-10-29 12:19:19] L1341 valor:'189.860'->189860
[2025-10-29 12:19:19] L1342 valor:'182.550'->182550
[2025-10-29 12:19:19] L1343 valor:'106.870'->106870
[2025-10-29 12:19:19] L1344 valor:'261.840'->261840
[2025-10-29 12:19:19] L1345 valor:'197.270'->197270
[2025-10-29 12:19:19] L1346 valor:'188.570'->188570
[2025-10-29 12:19:19] L1347 valor:'19.470'->19470
[2025-10-29 12:19:19] L1348 valor:'9.010'->9010
[2025-10-29 12:19:19] L1349 valor:'16.560'->16560
[2025-10-29 12:19:19] L1350 valor:'7.650'->7650
[2025-10-29 12:19:19] L1351 valor:'13.330'->13330
[2025-10-29 12:19:19] L1352 valor:'374.140'->374140
[2025-10-29 12:19:19] L1353 valor:'298.300'->298300
[2025-10-29 12:19:19] L1354 valor:'448.580'->448580
[2025-10-29 12:19:19] L1355 valor:'419.410'->419410
[2025-10-29 12:19:19] L1356 valor:'261.050'->261050
[2025-10-29 12:19:19] L1357 valor:'650.430'->650430
[2025-10-29 12:19:19] L1358 atencion:>100 -> trunc | valor:'263.940'->263940
[2025-10-29 12:19:19] L1359 valor:'419.410'->419410
[2025-10-29 12:19:19] L1360 valor:'286.580'->286580
[2025-10-29 12:19:19] L1361 valor:'382.180'->382180
[2025-10-29 12:19:19] L1362 valor:'201.730'->201730
[2025-10-29 12:19:19] L1363 valor:'296.180'->296180
[2025-10-29 12:19:19] L1364 atencion:>100 -> trunc | valor:'619.430'->619430
[2025-10-29 12:19:19] L1365 valor:'343.570'->343570
[2025-10-29 12:19:19] L1366 atencion:>100 -> trunc | valor:'590.980'->590980
[2025-10-29 12:19:19] L1367 valor:'201.730'->201730
[2025-10-29 12:19:19] L1368 valor:'157.790'->157790
[2025-10-29 12:19:19] L1369 atencion:>100 -> trunc | valor:'590.980'->590980
[2025-10-29 12:19:19] L1370 valor:'164.540'->164540
[2025-10-29 12:19:19] L1371 valor:'182.550'->182550
[2025-10-29 12:19:19] L1372 valor:'164.540'->164540
[2025-10-29 12:19:19] L1373 valor:'86.640'->86640
[2025-10-29 12:19:19] L1374 valor:'194.460'->194460
[2025-10-29 12:19:19] L1375 atencion:>100 -> trunc | valor:'194.460'->194460
[2025-10-29 12:19:19] L1376 valor:'263.840'->263840
[2025-10-29 12:19:19] L1377 valor:'27.850'->27850
[2025-10-29 12:19:19] L1378 atencion:Normalizada | valor:'34.070'->34070
[2025-10-29 12:19:19] L1379 atencion:>100 -> trunc | valor:'201.730'->201730
[2025-10-29 12:19:19] L1380 valor:'47.700'->47700
[2025-10-29 12:19:19] L1381 valor:'233.360'->233360
[2025-10-29 12:19:19] L1382 valor:'201.730'->201730
[2025-10-29 12:19:19] L1383 valor:'182.550'->182550
[2025-10-29 12:19:19] L1384 valor:'201.730'->201730
[2025-10-29 12:19:19] L1385 valor:'287.530'->287530
[2025-10-29 12:19:19] L1386 atencion:>100 -> trunc | valor:'737.570'->737570
[2025-10-29 12:19:19] L1387 valor:'699.850'->699850
[2025-10-29 12:19:19] L1388 valor:'250.060'->250060
[2025-10-29 12:19:19] L1389 valor:'305.320'->305320
[2025-10-29 12:19:19] L1390 valor:'737.570'->737570
[2025-10-29 12:19:19] L1391 valor:'670.710'->670710
